county,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
"Columbia County, Georgia",156010,102028,28315,540,7211,302,3917,13697
"Cook County, Georgia",17229,10975,4772,73,101,9,540,759
"Coweta County, Georgia",146158,101755,25867,525,3365,66,4649,9931
"Crawford County, Georgia",12130,9008,2268,58,31,4,152,609
"Crisp County, Georgia",20128,10007,8879,35,180,4,377,646
"Dade County, Georgia",16251,14895,142,83,131,5,129,866
"Dawson County, Georgia",26798,23852,209,90,236,15,671,1725
"Decatur County, Georgia",29367,14558,12241,109,186,16,1198,1059
"DeKalb County, Georgia",764382,225752,388963,4412,50384,250,44728,49893
"Dodge County, Georgia",19925,13020,5870,23,95,17,280,620
"Dooly County, Georgia",11208,4691,5561,27,51,5,563,310
"Dougherty County, Georgia",85790,20976,59988,167,668,30,1401,2560
"Douglas County, Georgia",144237,52285,69870,689,2347,118,8383,10545
"Early County, Georgia",10854,4864,5562,36,47,3,60,282
"Echols County, Georgia",3697,2534,157,66,11,0,545,384
"Effingham County, Georgia",64769,49132,8845,249,681,40,1331,4491
"Elbert County, Georgia",19637,12824,5280,59,182,9,509,774
"Emanuel County, Georgia",22768,14026,7264,60,143,2,571,702
"Evans County, Georgia",10774,6240,3114,29,82,12,691,606
"Fannin County, Georgia",25319,23549,85,95,113,5,332,1140
"Fayette County, Georgia",119194,69788,29559,410,6419,58,3935,9025
"Floyd County, Georgia",98584,69485,14087,698,1289,24,5790,7211
"Forsyth County, Georgia",251283,163687,10721,1017,45203,92,10270,20293
"Franklin County, Georgia",23424,19449,1904,43,261,6,649,1112
"Fulton County, Georgia",1066710,418700,453834,3255,80949,452,38612,70908
"Gilmer County, Georgia",31353,26962,146,260,143,5,2050,1787
"Glascock County, Georgia",2884,2590,196,0,7,4,4,83
"Glynn County, Georgia",84499,54229,20676,372,1189,121,3086,4826
"Gordon County, Georgia",57544,45135,2147,358,722,21,4577,4584
"Grady County, Georgia",26236,15065,7336,256,120,6,2104,1349
"Greene County, Georgia",18915,11296,5810,37,174,4,705,889
"Gwinnett County, Georgia",957062,339822,262709,7918,127152,604,116276,102581
"Habersham County, Georgia",46031,36249,1749,236,999,36,3044,3718
"Hall County, Georgia",203136,130744,14660,1739,4254,107,29343,22289
"Hancock County, Georgia",8735,2421,6028,25,37,1,23,200
"Haralson County, Georgia",29919,27011,1253,64,187,11,223,1170
"Harris County, Georgia",34668,26353,5237,122,397,21,477,2061
"Hart County, Georgia",25828,19447,4334,63,335,2,467,1180
"Heard County, Georgia",11412,9672,942,33,53,6,104,602
"Henry County, Georgia",240712,89241,118124,832,8064,132,8717,15602
"Houston County, Georgia",163633,88519,52610,574,4975,153,4938,11864
"Irwin County, Georgia",9666,6487,2229,24,119,1,498,308
"Jackson County, Georgia",75907,60464,5232,245,1780,44,3128,5014
"Jasper County, Georgia",14588,10913,2464,42,24,9,367,769
"Jeff Davis County, Georgia",14779,10354,2307,82,54,7,1254,721
"Jefferson County, Georgia",15709,6941,7976,44,70,0,268,410
"Jenkins County, Georgia",8674,4679,3545,35,12,5,186,212
"Johnson County, Georgia",9189,5822,3032,23,28,15,47,222
"Jones County, Georgia",28347,20206,6767,49,141,7,193,984
"Lamar County, Georgia",18500,12475,4914,21,103,4,209,774
"Lanier County, Georgia",9877,6794,2173,40,81,20,192,577
"Laurens County, Georgia",49570,28160,18332,102,513,14,783,1666
"Lee County, Georgia",33163,22985,7375,78,854,13,370,1488
"Liberty County, Georgia",65256,25953,28095,320,1380,478,2671,6359
"Lincoln County, Georgia",7690,5239,2124,18,20,3,22,264
"Long County, Georgia",16168,9197,4125,137,181,91,903,1534
"Lowndes County, Georgia",118251,61186,44434,477,1952,117,3224,6861
"Lumpkin County, Georgia",33488,29750,429,187,257,21,691,2153
"McDuffie County, Georgia",21632,11580,8682,50,77,20,350,873
"McIntosh County, Georgia",10975,7145,3192,38,43,0,70,487
"Macon County, Georgia",12082,4153,7164,32,156,8,322,247
"Madison County, Georgia",30120,23977,2769,82,529,7,1017,1739
"Marion County, Georgia",7498,4551,2150,24,55,16,347,355
"Meriwether County, Georgia",20613,12233,7286,64,78,6,213,733
"Miller County, Georgia",6000,3986,1751,10,31,3,55,164
"Mitchell County, Georgia",21755,10273,10114,45,108,0,619,596
"Monroe County, Georgia",27957,20122,6113,43,244,4,307,1124
"Montgomery County, Georgia",8610,5789,2133,25,39,2,324,298
"Morgan County, Georgia",20097,14609,4122,48,126,1,378,813
"Murray County, Georgia",39973,33343,282,599,134,2,2804,2809
"Muscogee County, Georgia",206922,82467,96163,827,5661,555,6614,14635
"Newton County, Georgia",112483,48030,52794,330,1053,125,3698,6453
"Oconee County, Georgia",41799,34450,1921,76,2082,0,884,2386
"Oglethorpe County, Georgia",14825,11072,2260,54,134,5,408,892
"Paulding County, Georgia",168661,111196,37353,614,1956,126,5090,12326
"Peach County, Georgia",27981,12499,12219,110,199,7,1496,1451
"Pickens County, Georgia",33216,30400,301,141,194,6,477,1697
"Pierce County, Georgia",19716,16654,1603,77,83,2,559,738
"Pike County, Georgia",18889,16439,1447,34,79,0,137,753
"Polk County, Georgia",42853,31249,5212,325,240,26,3355,2446
"Pulaski County, Georgia",9855,6098,3170,13,93,3,201,277
"Putnam County, Georgia",22047,14669,5419,83,108,1,622,1145
"Quitman County, Georgia",2235,1190,919,13,12,0,9,92
"Rabun County, Georgia",16883,15033,114,70,63,1,515,1087
"Randolph County, Georgia",6425,2253,3877,12,21,3,93,166
"Richmond County, Georgia",206607,70997,114201,690,3975,416,4722,11606
"Rockdale County, Georgia",93570,25661,54409,312,1542,83,5358,6205
"Schley County, Georgia",4547,3425,877,4,20,2,51,168
"Screven County, Georgia",14067,8087,5308,51,61,8,106,446
"Seminole County, Georgia",9147,5658,2995,7,64,2,127,294
"Spalding County, Georgia",67306,37855,23301,245,648,24,1693,3540
"Stephens County, Georgia",26784,21589,2976,94,229,11,300,1585
"Stewart County, Georgia",5314,1352,2466,13,169,6,1173,135
"Sumter County, Georgia",29616,11783,15120,81,504,11,1208,909
"Talbot County, Georgia",5733,2461,3079,5,17,1,9,161
"Taliaferro County, Georgia",1559,606,833,4,6,0,28,82
"Tattnall County, Georgia",22842,14276,6018,83,127,6,1288,1044
"Taylor County, Georgia",7816,4640,2826,27,39,5,60,219
"Telfair County, Georgia",12477,7269,4630,35,32,0,209,302
"Terrell County, Georgia",9185,3237,5565,11,67,4,58,243
"Thomas County, Georgia",45798,26375,16343,189,424,9,724,1734
"Tift County, Georgia",41344,23237,12131,136,651,2,2769,2418
"Toombs County, Georgia",27030,16560,7023,101,209,6,1761,1370
"Towns County, Georgia",12493,11594,128,30,81,3,187,470
"Treutlen County, Georgia",6406,4106,2024,21,7,1,65,182
"Troup County, Georgia",69426,38639,24287,203,1610,37,1710,2940
"Turner County, Georgia",9006,4812,3666,7,51,0,175,295
"Twiggs County, Georgia",8022,4522,3124,22,37,0,39,278
"Union County, Georgia",24632,22836,129,93,106,0,273,1195
"Upson County, Georgia",27700,18141,7899,93,151,1,363,1052
"Walker County, Georgia",67654,60122,2871,208,299,34,726,3394
"Walton County, Georgia",96673,69649,17325,290,1414,54,2516,5425
"Ware County, Georgia",36251,22626,10768,101,333,18,861,1544
"Warren County, Georgia",5215,1994,3053,18,15,3,14,118
"Washington County, Georgia",19988,8482,10724,43,76,0,162,501
"Wayne County, Georgia",30144,21859,5978,101,174,2,753,1277
"Webster County, Georgia",2348,1145,1063,3,12,6,20,99
"Wheeler County, Georgia",7471,4226,2882,28,18,0,149,168
"White County, Georgia",28003,25261,476,144,161,0,347,1614
"Whitfield County, Georgia",102864,65152,3765,2037,1427,37,18244,12202
"Wilcox County, Georgia",8766,5254,3099,3,49,3,134,224
"Wilkes County, Georgia",9565,5050,3846,35,62,1,178,393
"Wilkinson County, Georgia",8877,5167,3175,30,30,7,111,357
"Worth County, Georgia",20784,14529,5273,61,88,8,173,652
"Hawaii County, Hawaii",200629,67365,1251,1027,39607,28096,4038,59245
"Honolulu County, Hawaii",1016508,188462,20723,2278,436853,102099,17407,248686
"Kalawao County, Hawaii",82,27,2,0,12,15,4,22
"Kauai County, Hawaii",73298,23204,376,287,21102,7227,1094,20008
"Maui County, Hawaii",164754,54203,1065,778,44328,20008,4204,40168
"Ada County, Idaho",494967,410263,8058,3274,13929,1318,16268,41857
"Adams County, Idaho",4379,4060,3,38,11,0,47,220
"Bannock County, Idaho",87018,72902,748,3104,1197,268,2792,6007
"Bear Lake County, Idaho",6372,6036,10,32,13,2,44,235
"Benewah County, Idaho",9530,7853,8,828,35,15,111,680
"Bingham County, Idaho",47992,36630,126,3340,200,39,4172,3485
"Blaine County, Idaho",24272,18677,50,144,212,16,2952,2221
"Boise County, Idaho",7610,6844,26,66,37,7,145,485
"Bonner County, Idaho",47110,42939,118,346,255,42,532,2878
"Bonneville County, Idaho",123964,103736,626,1261,1423,154,7890,8874
"Boundary County, Idaho",12056,10715,27,169,75,9,299,762
"Butte County, Idaho",2574,2372,2,18,3,3,33,143
"Camas County, Idaho",1077,948,2,1,9,0,18,99
"Canyon County, Idaho",231105,169392,1629,2670,2119,699,26368,28228
"Caribou County, Idaho",7027,6504,1,50,13,15,154,290
"Cassia County, Idaho",24655,17797,68,256,134,30,4263,2107
"Clark County, Idaho",790,498,10,2,1,0,175,104
"Clearwater County, Idaho",8734,7964,40,149,48,2,118,413
"Custer County, Idaho",4275,3942,5,35,17,2,58,216
"Elmore County, Idaho",28666,21488,757,358,800,109,2139,3015
"Franklin County, Idaho",14194,12908,26,103,30,7,453,667
"Fremont County, Idaho",13388,11563,21,94,46,25,980,659
"Gem County, Idaho",19123,16623,30,155,99,27,757,1432
"Gooding County, Idaho",15598,11227,29,165,44,7,2296,1830
"Idaho County, Idaho",16541,14819,58,441,61,5,253,904
"Jefferson County, Idaho",30891,27092,86,204,124,34,1732,1619
"Jerome County, Idaho",24237,16412,48,440,97,22,3923,3295
"Kootenai County, Idaho",171362,152438,522,1925,1420,216,2318,12523
"Latah County, Idaho",39517,34294,332,315,981,60,655,2880
"Lemhi County, Idaho",7974,7386,19,56,37,6,94,376
"Lewis County, Idaho",3533,3085,6,184,10,1,42,205
"Lincoln County, Idaho",5127,3594,6,77,10,4,807,629
"Madison County, Idaho",52913,45273,736,244,959,231,2533,2937
"Minidoka County, Idaho",21613,14591,39,282,63,20,4118,2500
"Nez Perce County, Idaho",42090,36104,193,2445,334,33,411,2570
"Oneida County, Idaho",4564,4313,3,17,16,4,48,163
"Owyhee County, Idaho",11913,8686,30,421,45,10,1449,1272
"Payette County, Idaho",25386,20431,66,330,226,35,1670,2628
"Power County, Idaho",7878,5183,20,222,18,11,1715,709
"Shoshone County, Idaho",13169,11982,21,164,57,6,146,793
"Teton County, Idaho",11630,9413,25,77,54,0,1192,869
"Twin Falls County, Idaho",90046,72215,1057,934,1431,217,6356,7836
"Valley County, Idaho",11746,10597,17,73,61,8,308,682
"Washington County, Idaho",10500,8571,22,112,82,7,798,908
"Adams County, Illinois",65737,58837,2501,104,513,39,526,3217
"Alexander County, Illinois",5240,3311,1617,24,6,0,20,262
"Bond County, Illinois",16725,14446,1077,52,105,11,360,674
"Boone County, Illinois",53448,38766,1245,498,659,24,6176,6080
"Brown County, Illinois",6244,4779,1054,11,12,0,210,178
"Bureau County, Illinois",33244,29358,275,147,300,21,1091,2052
"Calhoun County, Illinois",4437,4227,7,10,7,0,20,166
"Carroll County, Illinois",15702,14117,694,63,40,5,178,605
"Cass County, Illinois",13042,9528,725,129,117,41,1594,908
"Champaign County, Illinois",205865,129083,28675,783,24487,84,7756,14997
"Christian County, Illinois",34032,31437,390,62,179,3,786,1175
"Clark County, Illinois",15455,14784,54,28,60,0,99,430
"Clay County, Illinois",13288,12524,38,40,79,3,97,507
"Clinton County, Illinois",36899,33085,1151,106,180,5,790,1582
"Coles County, Illinois",46863,40838,2083,114,623,26,913,2266
"Cook County, Illinois",5275541,2345983,1205824,56894,413271,1864,705153,546552
"Crawford County, Illinois",18679,17032,621,44,85,2,266,629
"Cumberland County, Illinois",10450,9984,28,22,23,5,30,358
"DeKalb County, Illinois",100420,74258,8954,553,2299,29,5609,8718
"De Witt County, Illinois",15516,14526,110,28,40,18,219,575
"Douglas County, Illinois",19740,17855,67,60,105,7,777,869
"DuPage County, Illinois",932877,616830,45516,5154,119672,315,62732,82658
"Edgar County, Illinois",16866,16070,83,34,55,0,104,520
"Edwards County, Illinois",6245,6019,22,8,21,9,20,146
"Effingham County, Illinois",34668,32597,155,59,248,6,327,1276
"Fayette County, Illinois",21488,19778,797,82,67,1,185,578
"Ford County, Illinois",13534,12458,76,32,62,0,221,685
"Franklin County, Illinois",37804,35451,181,111,119,4,200,1738
"Fulton County, Illinois",33609,30803,1125,63,69,6,475,1068
"Gallatin County, Illinois",4946,4700,26,5,24,0,22,169
"Greene County, Illinois",11985,11492,23,13,22,3,36,396
"Grundy County, Illinois",52533,45106,865,185,482,26,1778,4091
"Hamilton County, Illinois",7993,7601,41,16,13,0,25,297
"Hancock County, Illinois",17620,16683,73,51,61,4,118,630
"Hardin County, Illinois",3649,3414,13,0,18,4,17,183
"Henderson County, Illinois",6387,6092,30,12,17,5,27,204
"Henry County, Illinois",49284,43920,1078,109,197,16,1281,2683
"Iroquois County, Illinois",27077,24203,231,66,103,2,788,1684
"Jackson County, Illinois",52974,38171,7598,208,2056,31,1438,3472
"Jasper County, Illinois",9287,8968,23,22,17,4,38,215
"Jefferson County, Illinois",37113,31440,2842,92,365,7,343,2024
"Jersey County, Illinois",21512,20209,157,23,77,3,83,960
"Jo Daviess County, Illinois",22035,20574,114,67,99,6,329,846
"Johnson County, Illinois",13308,10978,1431,28,20,4,416,431
"Kane County, Illinois",516522,309835,27538,6997,21634,217,83560,66741
"Kankakee County, Illinois",107502,76327,15573,432,1090,23,6279,7778
"Kendall County, Illinois",131869,90245,10027,742,4700,24,10742,15389
"Knox County, Illinois",49967,40664,4457,117,363,18,1141,3207
"Lake County, Illinois",714342,435395,49035,7112,59390,440,86580,76390
"LaSalle County, Illinois",109658,93847,2633,446,860,18,3999,7855
"Lawrence County, Illinois",15280,12885,1406,18,58,8,361,544
"Lee County, Illinois",34145,29109,1867,88,248,10,935,1888
"Livingston County, Illinois",35815,32068,1113,77,171,1,751,1634
"Logan County, Illinois",27987,24669,1520,50,181,1,437,1129
"McDonough County, Illinois",27238,23330,1531,58,567,6,431,1315
"McHenry County, Illinois",310229,247894,4284,1534,8803,61,19440,28213
"McLean County, Illinois",170954,132148,14996,483,8142,62,4314,10809
"Macon County, Illinois",103998,75809,19047,237,1515,36,1238,6116
"Macoupin County, Illinois",44967,42082,369,120,179,0,135,2082
"Madison County, Illinois",265859,216458,24892,787,2754,94,4011,16863
"Marion County, Illinois",37729,33440,1514,116,349,4,243,2063
"Marshall County, Illinois",11742,10965,88,32,43,0,109,505
"Mason County, Illinois",13086,12423,51,24,28,1,43,516
"Massac County, Illinois",14169,12179,887,37,44,6,173,843
"Menard County, Illinois",12297,11555,84,20,50,2,38,548
"Mercer County, Illinois",15699,14763,77,30,37,2,84,706
"Monroe County, Illinois",34962,32855,119,68,186,2,175,1557
"Montgomery County, Illinois",28288,25872,926,64,135,9,242,1040
"Morgan County, Illinois",32915,28786,1983,68,270,16,366,1426
"Moultrie County, Illinois",14526,13815,84,26,49,1,85,466
"Ogle County, Illinois",51788,44519,578,279,263,1,2359,3789
"Peoria County, Illinois",181830,122629,34015,550,7779,66,5035,11756
"Perry County, Illinois",20945,17919,1681,44,126,1,392,782
"Piatt County, Illinois",16673,15692,83,24,84,1,87,702
"Pike County, Illinois",14739,13969,73,38,43,7,104,505
"Pope County, Illinois",3763,3513,43,7,19,0,17,164
"Pulaski County, Illinois",5193,3261,1466,41,13,0,162,250
"Putnam County, Illinois",5637,5175,26,13,18,4,132,269
"Randolph County, Illinois",30163,25626,2395,62,86,8,697,1289
"Richland County, Illinois",15813,14896,77,37,127,7,80,589
"Rock Island County, Illinois",144672,102939,16607,748,4089,45,7552,12692
"St. Clair County, Illinois",257400,153376,76564,881,3711,188,5288,17392
"Saline County, Illinois",23768,21481,700,81,126,0,200,1180
"Sangamon County, Illinois",196343,151998,25958,496,4335,65,1886,11605
"Schuyler County, Illinois",6902,6211,289,29,26,2,45,300
"Scott County, Illinois",4949,4765,5,3,11,1,13,151
"Shelby County, Illinois",20990,20197,65,39,83,1,95,510
"Stark County, Illinois",5400,5129,18,12,23,0,28,190
"Stephenson County, Illinois",44630,35911,4456,118,306,11,897,2931
"Tazewell County, Illinois",131343,121078,1683,345,1090,51,964,6132
"Union County, Illinois",17244,15513,228,90,67,11,288,1047
"Vermilion County, Illinois",74188,57282,10421,234,577,10,1644,4020
"Wabash County, Illinois",11361,10581,58,20,251,6,52,393
"Warren County, Illinois",16835,13842,587,72,330,18,935,1051
"Washington County, Illinois",13761,13028,97,30,69,20,70,447
"Wayne County, Illinois",16179,15458,91,34,49,6,95,446
"White County, Illinois",13877,13062,91,23,65,21,57,558
"Whiteside County, Illinois",55691,47759,839,235,311,12,2134,4401
"Will County, Illinois",696355,443562,80979,3974,42849,126,54431,70434
"Williamson County, Illinois",67153,58897,2870,263,776,9,554,3784
"Winnebago County, Illinois",285350,191124,39159,1632,8039,84,19059,26253
"Woodford County, Illinois",38467,36102,278,49,217,14,212,1595
