,county,labor_force,employed,unemployed,unemployed_pct,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
2099,"Ashtabula County, Ohio",43807,40162,3645,8.3     ,97574,85486,3606,203,349,18,1659,6253
2100,"Athens County, Ohio",27207,25214,1993,7.3     ,62431,54513,2894,247,1223,2,630,2922
2101,"Auglaize County, Ohio",24698,22997,1701,6.9     ,46422,43929,240,86,255,41,271,1600
2102,"Belmont County, Ohio",28888,25970,2918,10.1     ,66497,60831,2117,89,266,11,337,2846
2103,"Brown County, Ohio",19407,17806,1601,8.2     ,43676,41237,304,75,97,5,196,1762
2104,"Butler County, Ohio",194077,180029,14048,7.2     ,390357,299100,34704,1481,15730,494,13495,25353
2105,"Carroll County, Ohio",12883,11747,1136,8.8     ,26721,25307,122,77,52,4,135,1024
2106,"Champaign County, Ohio",19995,18574,1421,7.1     ,38714,35615,688,91,129,7,238,1946
2107,"Clark County, Ohio",62945,57829,5116,8.1     ,136001,111088,12200,419,902,93,2635,8664
2108,"Clermont County, Ohio",106237,98953,7284,6.9     ,208601,189024,3347,449,2549,63,1946,11223
2109,"Clinton County, Ohio",17778,16299,1479,8.3     ,42018,38484,832,104,206,6,433,1953
2110,"Columbiana County, Ohio",47380,42928,4452,9.4     ,101877,94155,2122,319,346,16,615,4304
2111,"Coshocton County, Ohio",14138,12880,1258,8.9     ,36612,34730,397,63,104,13,120,1185
2112,"Crawford County, Ohio",18698,16949,1749,9.4     ,42025,39652,319,40,137,12,181,1684
2113,"Cuyahoga County, Ohio",592890,531193,61697,10.4     ,1264817,736116,370895,2990,44071,361,35716,74668
2114,"Darke County, Ohio",25836,24093,1743,6.7     ,51881,49322,303,107,182,26,353,1588
2115,"Defiance County, Ohio",17908,16437,1471,8.2     ,38286,33648,668,145,142,17,1358,2308
2116,"Delaware County, Ohio",111352,105395,5957,5.3     ,214124,173231,7840,324,18216,75,2460,11978
2117,"Erie County, Ohio",36560,32734,3826,10.5     ,75622,62122,6807,195,481,11,815,5191
2118,"Fairfield County, Ohio",78604,73406,5198,6.6     ,158921,131676,13484,378,3093,35,1625,8630
2119,"Fayette County, Ohio",14023,12991,1032,7.4     ,28951,26523,543,69,171,11,235,1399
2120,"Franklin County, Ohio",705149,652631,52518,7.4     ,1323807,802685,299771,4564,74071,534,49083,93099
2121,"Fulton County, Ohio",21991,20251,1740,7.9     ,42713,38092,254,148,153,9,1349,2708
2122,"Gallia County, Ohio",12229,11253,976,8.0     ,29220,27049,600,64,148,5,141,1213
2123,"Geauga County, Ohio",46329,43210,3119,6.7     ,95397,89422,1082,53,673,9,540,3618
2124,"Greene County, Ohio",82640,77337,5303,6.4     ,167966,137146,11486,432,5571,105,1817,11409
2125,"Guernsey County, Ohio",18296,16708,1588,8.7     ,38438,35898,535,94,154,8,184,1565
2126,"Hamilton County, Ohio",415866,383560,32306,7.8     ,830639,525850,209173,2244,25333,673,19713,47653
2127,"Hancock County, Ohio",41803,38943,2860,6.8     ,74920,66590,1431,149,1402,31,1292,4025
2128,"Hardin County, Ohio",14080,12942,1138,8.1     ,30696,28650,262,58,169,12,307,1238
2129,"Harrison County, Ohio",6754,6133,621,9.2     ,14483,13456,241,19,40,6,44,677
2130,"Henry County, Ohio",13093,12028,1065,8.1     ,27662,25244,160,103,126,4,739,1286
2131,"Highland County, Ohio",17504,15988,1516,8.7     ,43317,40662,520,119,110,8,184,1714
2132,"Hocking County, Ohio",12961,12002,959,7.4     ,28050,26595,140,50,71,0,90,1104
2133,"Holmes County, Ohio",20977,20163,814,3.9     ,44223,43088,123,36,64,5,131,776
2134,"Huron County, Ohio",27701,25075,2626,9.5     ,58565,52412,605,201,221,14,1465,3647
2135,"Jackson County, Ohio",13157,12008,1149,8.7     ,32653,30956,159,107,105,1,97,1228
2136,"Jefferson County, Ohio",27496,24721,2775,10.1     ,65249,56954,3687,136,344,33,454,3641
2137,"Knox County, Ohio",31244,29315,1929,6.2     ,62721,58400,566,147,367,20,600,2621
2138,"Lake County, Ohio",120876,110740,10136,8.4     ,232603,199296,11022,546,3273,39,5604,12823
2139,"Lawrence County, Ohio",23849,21825,2024,8.5     ,58240,54258,1115,136,225,10,260,2236
2140,"Licking County, Ohio",90688,84753,5935,6.5     ,178519,154070,7213,452,5028,52,1930,9774
2141,"Logan County, Ohio",22803,20911,1892,8.3     ,46150,42049,677,99,327,14,451,2533
2142,"Lorain County, Ohio",149061,134333,14728,9.9     ,312964,247300,24863,920,3623,75,10177,26006
2143,"Lucas County, Ohio",209345,187666,21679,10.4     ,431279,295109,85081,1433,7185,136,10160,32175
2144,"Madison County, Ohio",20834,19598,1236,5.9     ,43824,38046,2686,72,256,4,673,2087
2145,"Mahoning County, Ohio",101288,90990,10298,10.2     ,228614,172721,34835,528,1981,77,5039,13433
2146,"Marion County, Ohio",28331,26171,2160,7.6     ,65359,56754,4107,193,362,16,827,3100
2147,"Medina County, Ohio",93378,86254,7124,7.6     ,182470,167082,2344,250,2212,34,1469,9079
2148,"Meigs County, Ohio",9072,8200,872,9.6     ,22210,21250,153,50,23,0,90,644
2149,"Mercer County, Ohio",23515,22250,1265,5.4     ,42528,40057,204,82,189,566,339,1091
2150,"Miami County, Ohio",54163,50380,3783,7.0     ,108774,97622,2593,195,1644,21,1097,5602
2151,"Monroe County, Ohio",5719,5113,606,10.6     ,13385,12945,19,12,21,3,30,355
2152,"Montgomery County, Ohio",253421,231691,21730,8.6     ,537309,365077,113728,1374,12814,258,10014,34044
2153,"Morgan County, Ohio",6697,6077,620,9.3     ,13802,12568,405,20,24,4,71,710
2154,"Morrow County, Ohio",16890,15686,1204,7.1     ,34950,32933,159,88,90,8,234,1438
2155,"Muskingum County, Ohio",40389,37257,3132,7.8     ,86410,77309,3032,149,391,8,566,4955
2156,"Noble County, Ohio",4656,4207,449,9.6     ,14115,12886,757,34,23,0,83,332
2157,"Ottawa County, Ohio",20729,18843,1886,9.1     ,40364,37275,358,78,174,7,482,1990
2158,"Paulding County, Ohio",8784,8128,656,7.5     ,18806,17255,155,91,30,5,370,900
2159,"Perry County, Ohio",15961,14622,1339,8.4     ,35408,33710,90,100,67,0,113,1328
2160,"Pickaway County, Ohio",26523,24726,1797,6.8     ,58539,52734,2159,164,300,11,367,2804
2161,"Pike County, Ohio",10915,9890,1025,9.4     ,27088,25559,190,115,70,7,76,1071
2162,"Portage County, Ohio",85783,79554,6229,7.3     ,161791,139778,8037,277,3425,46,1280,8948
2163,"Preble County, Ohio",21175,19757,1418,6.7     ,40999,38857,186,91,162,4,170,1529
2164,"Putnam County, Ohio",18720,17669,1051,5.6     ,34451,32077,125,56,64,3,1006,1120
2165,"Richland County, Ohio",52087,47406,4681,9.0     ,124936,105139,11312,246,793,58,1024,6364
2166,"Ross County, Ohio",35399,32560,2839,8.0     ,77093,68104,4044,212,372,20,397,3944
2167,"Sandusky County, Ohio",30192,27737,2455,8.1     ,58896,50425,1886,197,202,8,1829,4349
2168,"Scioto County, Ohio",29354,26808,2546,8.7     ,74008,67925,2075,264,274,12,527,2931
2169,"Seneca County, Ohio",27352,25132,2220,8.1     ,55069,49358,1380,120,363,37,891,2920
2170,"Shelby County, Ohio",24162,22295,1867,7.7     ,48230,44280,849,98,451,29,455,2068
2171,"Stark County, Ohio",184149,169291,14858,8.1     ,374853,313356,29118,1148,3200,119,4060,23852
2172,"Summit County, Ohio",270407,248140,22267,8.2     ,540428,400818,79726,1050,22621,160,5379,30674
2173,"Trumbull County, Ohio",85195,76338,8857,10.4     ,201977,171062,17200,299,1107,26,1339,10944
2174,"Tuscarawas County, Ohio",44612,41240,3372,7.6     ,93263,85679,724,967,306,29,1727,3831
2175,"Union County, Ohio",29408,27702,1706,5.8     ,62784,53670,1300,120,4045,0,526,3123
2176,"Van Wert County, Ohio",14811,13773,1038,7.0     ,28931,26833,265,58,89,13,459,1214
2177,"Vinton County, Ohio",5655,5138,517,9.1     ,12800,12258,51,19,22,0,19,431
2178,"Warren County, Ohio",118838,111257,7581,6.4     ,242337,200073,8288,407,17331,158,2610,13470
2179,"Washington County, Ohio",26944,24633,2311,8.6     ,59771,55950,605,126,312,11,315,2452
2180,"Wayne County, Ohio",60568,57008,3560,5.9     ,116894,107729,1786,197,966,40,1155,5021
2181,"Williams County, Ohio",18829,17365,1464,7.8     ,37102,34164,335,85,199,8,658,1653
2182,"Wood County, Ohio",69444,64533,4911,7.1     ,132248,115339,3185,310,2764,10,2232,8408
2183,"Wyandot County, Ohio",12964,12056,908,7.0     ,21900,20732,81,25,85,3,267,707
2184,"Adair County, Oklahoma",8392,7904,488,5.8     ,19495,7645,41,8570,162,12,452,2613
2185,"Alfalfa County, Oklahoma",2766,2667,99,3.6     ,5699,4771,238,195,7,0,134,354
2186,"Atoka County, Oklahoma",5179,4814,365,7.0     ,14143,9480,565,2253,49,4,263,1529
2187,"Beaver County, Oklahoma",2582,2513,69,2.7     ,5049,3811,4,46,15,7,797,369
2188,"Beckham County, Oklahoma",10075,9315,760,7.5     ,22410,17519,1136,852,131,12,1076,1684
2189,"Blaine County, Oklahoma",4421,4160,261,5.9     ,8735,6463,263,672,26,8,397,906
2190,"Bryan County, Oklahoma",22473,21330,1143,5.1     ,46067,31023,744,6820,295,14,1366,5805
2191,"Caddo County, Oklahoma",12049,11341,708,5.9     ,26945,16743,690,5773,68,17,1019,2635
2192,"Canadian County, Oklahoma",76026,71482,4544,6.0     ,154405,112548,5467,6922,4847,114,6196,18311
2193,"Carter County, Oklahoma",21557,20051,1506,7.0     ,48003,32121,2872,4430,588,51,2035,5906
2194,"Cherokee County, Oklahoma",19669,18598,1071,5.4     ,47078,20787,537,16271,311,21,1468,7683
2195,"Choctaw County, Oklahoma",5590,5167,423,7.6     ,14204,8284,1383,2579,29,5,176,1748
2196,"Cimarron County, Oklahoma",1420,1392,28,2.0     ,2296,1801,1,17,1,0,271,205
2197,"Cleveland County, Oklahoma",142684,134700,7984,5.6     ,295528,203615,15147,13274,12827,278,11765,38622
2198,"Coal County, Oklahoma",2313,2160,153,6.6     ,5266,3441,27,1035,15,2,86,660
2199,"Comanche County, Oklahoma",48267,45028,3239,6.7     ,121125,69301,19802,7237,3141,877,5222,15545
2200,"Cotton County, Oklahoma",2733,2541,192,7.0     ,5527,4212,76,528,28,9,96,578
2201,"Craig County, Oklahoma",5859,5544,315,5.4     ,14107,8581,378,2854,76,3,149,2066
2202,"Creek County, Oklahoma",31327,29298,2029,6.5     ,71754,52436,1480,7188,309,67,1236,9038
2203,"Custer County, Oklahoma",15210,14388,822,5.4     ,28513,20025,823,1945,311,12,1937,3460
2204,"Delaware County, Oklahoma",18521,17540,981,5.3     ,40397,25394,136,8695,474,36,603,5059
2205,"Dewey County, Oklahoma",2735,2604,131,4.8     ,4484,3827,7,268,4,2,60,316
2206,"Ellis County, Oklahoma",2161,2064,97,4.5     ,3749,3269,20,61,15,0,103,281
2207,"Garfield County, Oklahoma",27007,25532,1475,5.5     ,62846,45297,1747,1579,706,2941,4087,6489
2208,"Garvin County, Oklahoma",12841,12045,796,6.2     ,25656,18904,552,2190,118,13,1073,2806
2209,"Grady County, Oklahoma",26633,25011,1622,6.1     ,54795,43117,1324,3050,204,38,1211,5851
2210,"Grant County, Oklahoma",2786,2694,92,3.3     ,4169,3701,44,80,12,8,73,251
2211,"Greer County, Oklahoma",1904,1764,140,7.4     ,5491,4277,362,186,7,1,198,460
2212,"Harmon County, Oklahoma",1199,1157,42,3.5     ,2488,1742,164,57,11,0,219,295
2213,"Harper County, Oklahoma",1807,1747,60,3.3     ,3272,2488,4,50,1,0,469,260
2214,"Haskell County, Oklahoma",4279,3945,334,7.8     ,11561,7855,66,2242,21,7,225,1145
2215,"Hughes County, Oklahoma",5392,4989,403,7.5     ,13367,8227,732,2587,41,14,434,1332
2216,"Jackson County, Oklahoma",10766,10327,439,4.1     ,24785,16532,1726,535,344,77,2395,3176
2217,"Jefferson County, Oklahoma",2578,2406,172,6.7     ,5337,4206,27,286,30,5,245,538
2218,"Johnston County, Oklahoma",3753,3465,288,7.7     ,10272,6892,247,1662,52,5,244,1170
2219,"Kay County, Oklahoma",18314,17094,1220,6.7     ,43700,31801,879,4427,254,277,1363,4699
2220,"Kingfisher County, Oklahoma",8808,8428,380,4.3     ,15184,11652,179,473,47,3,1273,1557
2221,"Kiowa County, Oklahoma",3544,3367,177,5.0     ,8509,6519,327,559,52,3,312,737
2222,"Latimer County, Oklahoma",3172,2854,318,10.0     ,9444,5925,43,2283,68,5,74,1046
2223,"Le Flore County, Oklahoma",19186,17848,1338,7.0     ,48129,32654,859,7113,295,32,1843,5333
2224,"Lincoln County, Oklahoma",15609,14740,869,5.6     ,33458,26543,598,2359,119,13,369,3457
2225,"Logan County, Oklahoma",22207,21068,1139,5.1     ,49555,37097,3286,1743,275,31,1665,5458
2226,"Love County, Oklahoma",6605,6328,277,4.2     ,10146,7206,198,649,72,0,893,1128
2227,"McClain County, Oklahoma",19882,18783,1099,5.5     ,41662,31626,352,2834,212,36,1494,5108
2228,"McCurtain County, Oklahoma",15143,14141,1002,6.6     ,30814,18494,2564,4515,132,460,864,3785
2229,"McIntosh County, Oklahoma",7142,6541,601,8.4     ,18941,12810,547,3249,73,5,134,2123
2230,"Major County, Oklahoma",3726,3550,176,4.7     ,7782,6622,16,165,47,0,293,639
2231,"Marshall County, Oklahoma",6850,6409,441,6.4     ,15312,10210,170,1509,44,6,1569,1804
2232,"Mayes County, Oklahoma",19460,18480,980,5.0     ,39046,23933,191,8225,193,27,424,6053
2233,"Murray County, Oklahoma",6186,5804,382,6.2     ,13904,9668,167,2017,48,27,378,1599
2234,"Muskogee County, Oklahoma",29421,27643,1778,6.0     ,66339,35802,6622,12086,512,39,2152,9126
2235,"Noble County, Oklahoma",5527,5303,224,4.1     ,10924,8560,153,988,47,0,102,1074
2236,"Nowata County, Oklahoma",4636,4393,243,5.2     ,9320,5900,108,1602,8,5,38,1659
2237,"Okfuskee County, Oklahoma",4457,4161,296,6.6     ,11310,6685,700,2588,32,0,150,1155
2238,"Oklahoma County, Oklahoma",385860,361100,24760,6.4     ,796292,437129,120320,27075,28178,1304,79257,103029
2239,"Okmulgee County, Oklahoma",15612,14484,1128,7.2     ,36706,22091,2768,6115,164,22,638,4908
2240,"Osage County, Oklahoma",20529,19209,1320,6.4     ,45818,27903,4842,6555,128,19,734,5637
2241,"Ottawa County, Oklahoma",14399,13581,818,5.7     ,30285,19365,298,5704,154,232,551,3981
2242,"Pawnee County, Oklahoma",7317,6842,475,6.5     ,15553,11702,79,1960,50,0,167,1595
2243,"Payne County, Oklahoma",37979,35983,1996,5.3     ,81646,60654,3195,3797,2673,59,1916,9352
2244,"Pittsburg County, Oklahoma",16762,15489,1273,7.6     ,43773,29042,1251,6597,284,37,889,5673
2245,"Pontotoc County, Oklahoma",19341,18341,1000,5.2     ,38065,23271,884,7171,373,13,774,5579
2246,"Pottawatomie County, Oklahoma",32454,30479,1975,6.1     ,72454,50484,2242,9145,514,47,1457,8565
2247,"Pushmataha County, Oklahoma",4474,4176,298,6.7     ,10812,7507,67,1856,52,0,138,1192
2248,"Roger Mills County, Oklahoma",1856,1766,90,4.8     ,3442,2945,8,122,5,2,62,298
2249,"Rogers County, Oklahoma",44897,42291,2606,5.8     ,95240,63792,1167,12425,1687,45,2012,14112
2250,"Seminole County, Oklahoma",9292,8608,684,7.4     ,23556,14438,923,4638,76,8,390,3083
2251,"Sequoyah County, Oklahoma",16555,15431,1124,6.8     ,39281,22928,616,9205,288,14,704,5526
2252,"Stephens County, Oklahoma",18635,17198,1437,7.7     ,42848,33461,822,2183,250,21,1337,4774
2253,"Texas County, Oklahoma",11361,11099,262,2.3     ,21384,10136,1025,563,475,0,5598,3587
2254,"Tillman County, Oklahoma",3054,2863,191,6.3     ,6968,4554,497,242,31,0,800,844
2255,"Tulsa County, Oklahoma",324010,302728,21282,6.6     ,669279,390702,67414,40047,25122,1099,48015,96880
2256,"Wagoner County, Oklahoma",38146,35929,2217,5.8     ,80981,54125,2709,8372,1434,38,2383,11920
2257,"Washington County, Oklahoma",22360,21049,1311,5.9     ,52455,36126,1354,5409,980,12,1222,7352
2258,"Washita County, Oklahoma",5154,4809,345,6.7     ,10924,9161,101,340,23,0,296,1003
2259,"Woods County, Oklahoma",4621,4462,159,3.4     ,8624,7191,237,264,76,1,253,602
2260,"Woodward County, Oklahoma",8998,8395,603,6.7     ,20470,16136,351,633,126,6,1238,1980
2261,"Baker County, Oregon",7285,6763,522,7.2     ,16668,14936,77,186,66,21,349,1033
2262,"Benton County, Oregon",46257,43645,2612,5.6     ,95184,74612,1002,819,6428,292,3139,8892
2263,"Clackamas County, Oregon",218040,202243,15797,7.2     ,421401,334855,4554,3510,20699,1117,16123,40543
2264,"Clatsop County, Oregon",19084,17261,1823,9.6     ,41072,34525,226,431,564,104,1627,3595
2265,"Columbia County, Oregon",24061,22155,1906,7.9     ,52589,45243,323,733,583,121,1004,4582
2266,"Coos County, Oregon",26525,24235,2290,8.6     ,64929,54930,289,1493,747,128,1549,5793
2267,"Crook County, Oregon",10328,9417,911,8.8     ,24738,21349,80,317,114,30,832,2016
2268,"Curry County, Oregon",8944,8170,774,8.7     ,23446,19925,84,541,214,25,542,2115
2269,"Deschutes County, Oregon",97975,90211,7764,7.9     ,198253,169137,887,1563,2481,272,6653,17260
2270,"Douglas County, Oregon",47415,43757,3658,7.7     ,111201,96048,400,1950,1231,164,2103,9305
2271,"Gilliam County, Oregon",997,936,61,6.1     ,1995,1770,4,29,9,11,27,145
2272,"Grant County, Oregon",3211,2944,267,8.3     ,7233,6523,13,65,23,10,69,530
2273,"Harney County, Oregon",3670,3454,216,5.9     ,7495,6566,8,246,36,0,113,526
2274,"Hood River County, Oregon",14154,13269,885,6.3     ,23977,16381,53,274,392,37,3130,3710
2275,"Jackson County, Oregon",105147,96937,8210,7.8     ,223259,178193,1734,2781,3387,867,11739,24558
2276,"Jefferson County, Oregon",10330,9482,848,8.2     ,24502,15992,145,3323,149,24,2458,2411
2277,"Josephine County, Oregon",36124,33277,2847,7.9     ,88090,75344,415,1071,886,128,2194,8052
2278,"Klamath County, Oregon",29511,26957,2554,8.7     ,69413,54494,562,2998,786,122,3532,6919
2279,"Lake County, Oregon",3647,3441,206,5.6     ,8160,6691,49,131,54,10,322,903
2280,"Lane County, Oregon",178467,164364,14103,7.9     ,382971,309194,4660,4674,9620,1015,15016,38792
2281,"Lincoln County, Oregon",20598,18355,2243,10.9     ,50395,40624,199,1795,658,95,2140,4884
2282,"Linn County, Oregon",58819,54251,4568,7.8     ,128610,107700,681,1727,1477,295,4716,12014
2283,"Malheur County, Oregon",12617,11963,654,5.2     ,31571,21619,465,539,396,53,5255,3244
2284,"Marion County, Oregon",163017,151713,11304,6.9     ,345920,233321,4161,6836,7501,3821,47723,42557
2285,"Morrow County, Oregon",5717,5422,295,5.2     ,12186,7472,58,167,33,5,2779,1672
2286,"Multnomah County, Oregon",457372,418070,39302,8.6     ,815428,556202,45370,9906,62022,5457,48057,88414
2287,"Polk County, Oregon",40205,37566,2639,6.6     ,87433,68274,735,1912,1774,361,5061,9316
2288,"Sherman County, Oregon",983,923,60,6.1     ,1870,1643,0,19,8,3,41,156
2289,"Tillamook County, Oregon",11710,10762,948,8.1     ,27390,22620,79,307,283,85,1399,2617
2290,"Umatilla County, Oregon",37001,34496,2505,6.8     ,80075,53461,701,3082,720,151,12503,9457
2291,"Union County, Oregon",12053,11109,944,7.8     ,26196,22565,161,242,220,492,462,2054
2292,"Wallowa County, Oregon",3473,3227,246,7.1     ,7391,6673,9,60,31,4,145,469
2293,"Wasco County, Oregon",13430,12477,953,7.1     ,26670,19821,133,1119,252,195,2153,2997
2294,"Washington County, Oregon",321579,300742,20837,6.5     ,600372,385455,13437,6179,69106,3477,52212,70506
2295,"Wheeler County, Oregon",693,663,30,4.3     ,1451,1271,1,26,9,0,24,120
