,istech,area_title,tot_emp,jobs_1000,population,median_age,average_income,family_poverty,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,race_asian,race_white,race_black,race_hispanic,race_native,race_islander,race_two,race_other
418,0,"Victoria, TX",61360,694,88374,38,81319,10064,11816,5649,27437,14790,28659,971,41203,5055,39719,76,0,1179,171
419,1,"Victoria, TX",2090,24,88374,38,81319,10064,11816,5649,27437,14790,28659,971,41203,5055,39719,76,0,1179,171
420,0,"Waco, TX",199830,1244,160671,33,60929,24621,21620,12176,45716,28482,52581,2709,81490,26298,47425,177,27,2351,194
421,1,"Waco, TX",9100,57,160671,33,60929,24621,21620,12176,45716,28482,52581,2709,81490,26298,47425,177,27,2351,194
422,0,"Walla Walla, WA",37190,3807,9770,37,56733,801,2178,1152,1270,977,4191,96,7527,71,1656,58,18,298,46
423,1,"Walla Walla, WA",1230,126,9770,37,56733,801,2178,1152,1270,977,4191,96,7527,71,1656,58,18,298,46
424,0,"Warner Robins, GA",122210,867,141031,33,70925,21101,21322,14413,39706,14806,50859,4500,75963,46059,10502,361,0,3245,401
425,1,"Warner Robins, GA",6570,47,141031,33,70925,21101,21322,14413,39706,14806,50859,4500,75963,46059,10502,361,0,3245,401
426,0,"Waterbury, CT",107370,681,157666,38,59582,25653,18394,12514,56001,27062,43725,4045,80795,22078,45056,34,41,4708,909
427,1,"Waterbury, CT",1320,8,157666,38,59582,25653,18394,12514,56001,27062,43725,4045,80795,22078,45056,34,41,4708,909
428,0,"Wausau, WI",119660,40993,2919,53,51075,306,376,87,1278,338,834,4,2856,3,4,15,0,37,0
429,1,"Wausau, WI",6110,2093,2919,53,51075,306,376,87,1278,338,834,4,2856,3,4,15,0,37,0
430,0,"Wenatchee, WA",77980,1068,73030,36,73773,6648,10812,6898,19712,12024,23622,566,49027,271,20740,666,68,1647,45
431,1,"Wenatchee, WA",2650,36,73030,36,73773,6648,10812,6898,19712,12024,23622,566,49027,271,20740,666,68,1647,45
432,0,"Wichita Falls, TX",87690,852,102977,32,61861,15895,18605,8413,28923,12012,34992,2464,66384,10376,20257,509,48,2583,356
433,1,"Wichita Falls, TX",2660,26,102977,32,61861,15895,18605,8413,28923,12012,34992,2464,66384,10376,20257,509,48,2583,356
434,0,"Wichita, KS",509130,1101,462336,35,80903,56218,91338,48880,120697,53521,147822,21682,306033,44582,70410,2859,123,16183,464
435,1,"Wichita, KS",26920,58,462336,35,80903,56218,91338,48880,120697,53521,147822,21682,306033,44582,70410,2859,123,16183,464
436,0,"Williamsport, PA",80660,1836,43927,36,57634,6676,6632,3953,16472,4656,12211,372,36283,4564,1362,72,0,1068,206
437,1,"Williamsport, PA",2850,65,43927,36,57634,6676,6632,3953,16472,4656,12211,372,36283,4564,1362,72,0,1068,206
438,0,"Wilmington, NC",223860,1102,203209,38,73390,24661,52916,26429,44028,15960,63855,2824,155339,28915,11206,563,151,3894,317
439,1,"Wilmington, NC",11760,58,203209,38,73390,24661,52916,26429,44028,15960,63855,2824,155339,28915,11206,563,151,3894,317
440,0,"Winston-Salem, NC",456380,1387,329113,36,62399,45209,67318,37479,84864,37954,101423,6948,193899,82010,38918,508,165,5574,1091
441,1,"Winston-Salem, NC",22180,67,329113,36,62399,45209,67318,37479,84864,37954,101423,6948,193899,82010,38918,508,165,5574,1091
442,0,"Yakima, WA",162410,1112,145988,35,66839,19693,16594,10781,40498,31723,46357,1392,84786,1349,53274,1791,109,3207,80
443,1,"Yakima, WA",4250,29,145988,35,66839,19693,16594,10781,40498,31723,46357,1392,84786,1349,53274,1791,109,3207,80
444,0,"Yuba City, CA",70330,905,77671,36,71409,11213,9668,4388,19203,16067,28376,13478,35947,1668,22226,459,324,3406,163
445,1,"Yuba City, CA",2680,35,77671,36,71409,11213,9668,4388,19203,16067,28376,13478,35947,1668,22226,459,324,3406,163
446,0,"Yuma, AZ",105710,241,437889,31,57210,76140,40521,24318,113469,117537,142179,6261,137175,10539,271845,4950,231,6663,225
447,1,"Yuma, AZ",4160,10,437889,31,57210,76140,40521,24318,113469,117537,142179,6261,137175,10539,271845,4950,231,6663,225
