county,labor_force,employed,unemployed,unemployed_pct
"Merrimack County, NH",82622,77822,4800,5.8     
"Rockingham County, NH",185979,172832,13147,7.1     
"Strafford County, NH",73223,68613,4610,6.3     
"Sullivan County, NH",23105,21866,1239,5.4     
"Atlantic County, NJ",121037,99546,21491,17.8     
"Bergen County, NJ",477892,432189,45703,9.6     
"Burlington County, NJ",230784,211788,18996,8.2     
"Camden County, NJ",256048,230287,25761,10.1     
"Cape May County, NJ",45492,39206,6286,13.8     
"Cumberland County, NJ",66277,59148,7129,10.8     
"Essex County, NJ",373943,330269,43674,11.7     
"Gloucester County, NJ",151080,137052,14028,9.3     
"Hudson County, NJ",360498,322277,38221,10.6     
"Hunterdon County, NJ",63295,58730,4565,7.2     
"Mercer County, NJ",205405,190150,15255,7.4     
"Middlesex County, NJ",436329,398298,38031,8.7     
"Monmouth County, NJ",327712,298748,28964,8.8     
"Morris County, NJ",252588,232958,19630,7.8     
"Ocean County, NJ",278413,252016,26397,9.5     
"Passaic County, NJ",245187,214293,30894,12.6     
"Salem County, NJ",29532,26715,2817,9.5     
"Somerset County, NJ",167938,154873,13065,7.8     
"Sussex County, NJ",73836,66900,6936,9.4     
"Union County, NJ",276211,248871,27340,9.9     
"Warren County, NJ",55670,50947,4723,8.5     
"Bernalillo County, NM",330645,303820,26825,8.1     
"Catron County, NM",1159,1075,84,7.2     
"Chaves County, NM",28106,25832,2274,8.1     
"Cibola County, NM",9120,8278,842,9.2     
"Colfax County, NM",5191,4824,367,7.1     
"Curry County, NM",22292,21068,1224,5.5     
"De Baca County, NM",710,675,35,4.9     
"Dona Ana County, NM",97153,89080,8073,8.3     
"Eddy County, NM",33700,31384,2316,6.9     
"Grant County, NM",11893,10819,1074,9.0     
"Guadalupe County, NM",1531,1428,103,6.7     
"Harding County, NM",276,264,12,4.3     
"Hidalgo County, NM",1956,1842,114,5.8     
"Lea County, NM",29545,26281,3264,11.0     
"Lincoln County, NM",8943,8154,789,8.8     
"Los Alamos County, NM",9974,9603,371,3.7     
"Luna County, NM",10372,8727,1645,15.9     
"McKinley County, NM",24035,21557,2478,10.3     
"Mora County, NM",2064,1898,166,8.0     
"Otero County, NM",25696,23556,2140,8.3     
"Quay County, NM",3099,2870,229,7.4     
"Rio Arriba County, NM",16816,15455,1361,8.1     
"Roosevelt County, NM",7934,7443,491,6.2     
"Sandoval County, NM",66325,60627,5698,8.6     
"San Juan County, NM",50367,45321,5046,10.0     
"San Miguel County, NM",10516,9646,870,8.3     
"Santa Fe County, NM",71346,65455,5891,8.3     
"Sierra County, NM",4127,3749,378,9.2     
"Socorro County, NM",6248,5805,443,7.1     
"Taos County, NM",14967,13238,1729,11.6     
"Torrance County, NM",5365,4854,511,9.5     
"Union County, NM",1653,1569,84,5.1     
"Valencia County, NM",30167,27681,2486,8.2     
"Albany County, NY",157326,146027,11299,7.2     
"Allegany County, NY",19038,17502,1536,8.1     
"Bronx County, NY",589087,494651,94436,16.0     
"Broome County, NY",81897,74798,7099,8.7     
"Cattaraugus County, NY",33142,30022,3120,9.4     
"Cayuga County, NY",35417,32618,2799,7.9     
"Chautauqua County, NY",52729,48027,4702,8.9     
"Chemung County, NY",35430,32328,3102,8.8     
"Chenango County, NY",21760,20261,1499,6.9     
"Clinton County, NY",35447,32623,2824,8.0     
"Columbia County, NY",30309,28431,1878,6.2     
"Cortland County, NY",22453,20668,1785,7.9     
"Delaware County, NY",18614,17274,1340,7.2     
"Dutchess County, NY",142061,131173,10888,7.7     
"Erie County, NY",439291,397536,41755,9.5     
"Essex County, NY",16518,15174,1344,8.1     
"Franklin County, NY",19197,17622,1575,8.2     
"Fulton County, NY",22509,20569,1940,8.6     
"Genesee County, NY",28962,26833,2129,7.4     
"Greene County, NY",20281,18598,1683,8.3     
"Hamilton County, NY",2141,1972,169,7.9     
"Herkimer County, NY",27477,25227,2250,8.2     
"Jefferson County, NY",43295,39542,3753,8.7     
"Kings County, NY",1151130,1006852,144278,12.5     
"Lewis County, NY",11389,10515,874,7.7     
"Livingston County, NY",29831,27727,2104,7.1     
"Madison County, NY",32437,29908,2529,7.8     
"Monroe County, NY",359299,328525,30774,8.6     
"Montgomery County, NY",22032,20098,1934,8.8     
"Nassau County, NY",698942,640035,58907,8.4     
"New York County, NY",859618,777583,82035,9.5     
"Niagara County, NY",98105,87906,10199,10.4     
"Oneida County, NY",100648,92473,8175,8.1     
"Onondaga County, NY",220483,202037,18446,8.4     
"Ontario County, NY",54401,50447,3954,7.3     
"Orange County, NY",183265,167957,15308,8.4     
"Orleans County, NY",17146,15713,1433,8.4     
"Oswego County, NY",52209,47549,4660,8.9     
"Otsego County, NY",26607,24686,1921,7.2     
"Putnam County, NY",50079,46294,3785,7.6     
"Queens County, NY",1098937,961214,137723,12.5     
"Rensselaer County, NY",80795,75155,5640,7.0     
"Richmond County, NY",211064,188608,22456,10.6     
"Rockland County, NY",152903,140547,12356,8.1     
"St. Lawrence County, NY",42854,39353,3501,8.2     
"Saratoga County, NY",119009,111029,7980,6.7     
"Schenectady County, NY",76925,70723,6202,8.1     
"Schoharie County, NY",14440,13412,1028,7.1     
"Schuyler County, NY",8008,7319,689,8.6     
"Seneca County, NY",15214,13970,1244,8.2     
"Steuben County, NY",42022,38592,3430,8.2     
"Suffolk County, NY",764564,699613,64951,8.5     
"Sullivan County, NY",35758,32601,3157,8.8     
"Tioga County, NY",22142,20410,1732,7.8     
"Tompkins County, NY",47929,44967,2962,6.2     
"Ulster County, NY",86186,79285,6901,8.0     
"Warren County, NY",30901,28308,2593,8.4     
"Washington County, NY",27302,25348,1954,7.2     
"Wayne County, NY",42921,39749,3172,7.4     
"Westchester County, NY",477959,437772,40187,8.4     
"Wyoming County, NY",17793,16457,1336,7.5     
"Yates County, NY",11546,10794,752,6.5     
"Alamance County, NC",80457,74625,5832,7.2     
"Alexander County, NC",17694,16377,1317,7.4     
"Alleghany County, NC",4210,3903,307,7.3     
"Anson County, NC",10422,9617,805,7.7     
"Ashe County, NC",12664,11878,786,6.2     
"Avery County, NC",7287,6825,462,6.3     
"Beaufort County, NC",19387,18159,1228,6.3     
"Bertie County, NC",7618,7132,486,6.4     
"Bladen County, NC",14485,13439,1046,7.2     
"Brunswick County, NC",52246,47641,4605,8.8     
"Buncombe County, NC",136480,125114,11366,8.3     
"Burke County, NC",39888,37019,2869,7.2     
"Cabarrus County, NC",108444,100873,7571,7.0     
"Caldwell County, NC",35754,32931,2823,7.9     
"Camden County, NC",4574,4323,251,5.5     
"Carteret County, NC",31320,29373,1947,6.2     
"Caswell County, NC",9621,8869,752,7.8     
"Catawba County, NC",77852,71632,6220,8.0     
"Chatham County, NC",35248,33338,1910,5.4     
"Cherokee County, NC",10952,10084,868,7.9     
"Chowan County, NC",5476,5140,336,6.1     
"Clay County, NC",4079,3778,301,7.4     
"Cleveland County, NC",48435,44634,3801,7.8     
"Columbus County, NC",22501,20662,1839,8.2     
"Craven County, NC",40820,38121,2699,6.6     
"Cumberland County, NC",126387,114386,12001,9.5     
"Currituck County, NC",13851,12976,875,6.3     
"Dare County, NC",19548,17636,1912,9.8     
"Davidson County, NC",78916,73311,5605,7.1     
"Davie County, NC",20079,18709,1370,6.8     
"Duplin County, NC",24812,23420,1392,5.6     
"Durham County, NC",170422,159304,11118,6.5     
"Edgecombe County, NC",20702,18511,2191,10.6     
"Forsyth County, NC",184149,170449,13700,7.4     
"Franklin County, NC",31029,28909,2120,6.8     
"Gaston County, NC",109526,100744,8782,8.0     
"Gates County, NC",5069,4779,290,5.7     
"Graham County, NC",3077,2772,305,9.9     
"Granville County, NC",29566,27832,1734,5.9     
"Greene County, NC",9551,9012,539,5.6     
"Guilford County, NC",256997,234933,22064,8.6     
"Halifax County, NC",20081,18237,1844,9.2     
"Harnett County, NC",52873,48916,3957,7.5     
"Haywood County, NC",28663,26503,2160,7.5     
"Henderson County, NC",52454,48836,3618,6.9     
"Hertford County, NC",9016,8389,627,7.0     
"Hoke County, NC",19759,18049,1710,8.7     
"Hyde County, NC",1797,1614,183,10.2     
"Iredell County, NC",88855,82336,6519,7.3     
"Jackson County, NC",19785,18286,1499,7.6     
"Johnston County, NC",98297,92056,6241,6.3     
"Jones County, NC",4199,3957,242,5.8     
"Lee County, NC",25965,23894,2071,8.0     
"Lenoir County, NC",27600,25892,1708,6.2     
"Lincoln County, NC",43262,40410,2852,6.6     
"McDowell County, NC",20555,19123,1432,7.0     
"Macon County, NC",15449,14416,1033,6.7     
"Madison County, NC",9587,8926,661,6.9     
"Martin County, NC",8884,8267,617,6.9     
"Mecklenburg County, NC",617543,569616,47927,7.8     
"Mitchell County, NC",5886,5427,459,7.8     
"Montgomery County, NC",11328,10573,755,6.7     
"Moore County, NC",40734,37796,2938,7.2     
"Nash County, NC",42129,38590,3539,8.4     
"New Hanover County, NC",120839,112078,8761,7.3     
"Northampton County, NC",7528,6978,550,7.3     
"Onslow County, NC",63899,59276,4623,7.2     
"Orange County, NC",77808,73636,4172,5.4     
"Pamlico County, NC",5242,4947,295,5.6     
"Pasquotank County, NC",16517,15306,1211,7.3     
"Pender County, NC",28001,26157,1844,6.6     
"Perquimans County, NC",4845,4521,324,6.7     
"Person County, NC",18098,16766,1332,7.4     
"Pitt County, NC",87450,81504,5946,6.8     
"Polk County, NC",8948,8392,556,6.2     
"Randolph County, NC",63993,59268,4725,7.4     
"Richmond County, NC",16733,15200,1533,9.2     
"Robeson County, NC",49951,45531,4420,8.8     
"Rockingham County, NC",38983,35723,3260,8.4     
"Rowan County, NC",65083,59909,5174,7.9     
"Rutherford County, NC",24588,22307,2281,9.3     
"Sampson County, NC",28498,26837,1661,5.8     
"Scotland County, NC",11407,10034,1373,12.0     
"Stanly County, NC",29630,27757,1873,6.3     
"Stokes County, NC",20991,19638,1353,6.4     
"Surry County, NC",32640,30404,2236,6.9     
"Swain County, NC",6939,6351,588,8.5     
"Transylvania County, NC",14146,13278,868,6.1     
"Tyrrell County, NC",1359,1238,121,8.9     
"Union County, NC",121173,113926,7247,6.0     
"Vance County, NC",17119,15388,1731,10.1     
"Wake County, NC",584088,546490,37598,6.4     
"Warren County, NC",6560,5919,641,9.8     
"Washington County, NC",4392,4034,358,8.2     
"Watauga County, NC",27997,26261,1736,6.2     
"Wayne County, NC",50708,47430,3278,6.5     
"Wilkes County, NC",28483,26544,1939,6.8     
"Wilson County, NC",34442,31380,3062,8.9     
"Yadkin County, NC",17305,16074,1231,7.1     
"Yancey County, NC",8189,7649,540,6.6     
"Adams County, ND",999,961,38,3.8     
"Barnes County, ND",5165,4965,200,3.9     
"Benson County, ND",2322,2165,157,6.8     
"Billings County, ND",438,422,16,3.7     
"Bottineau County, ND",2959,2800,159,5.4     
"Bowman County, ND",1639,1584,55,3.4     
"Burke County, ND",1022,968,54,5.3     
"Burleigh County, ND",50588,48386,2202,4.4     
"Cass County, ND",104926,100334,4592,4.4     
"Cavalier County, ND",1911,1845,66,3.5     
"Dickey County, ND",2318,2241,77,3.3     
"Divide County, ND",1418,1373,45,3.2     
"Dunn County, ND",3097,2956,141,4.6     
"Eddy County, ND",1206,1149,57,4.7     
"Emmons County, ND",1493,1419,74,5.0     
"Foster County, ND",1555,1501,54,3.5     
"Golden Valley County, ND",853,826,27,3.2     
"Grand Forks County, ND",36730,35031,1699,4.6     
"Grant County, ND",1189,1156,33,2.8     
"Griggs County, ND",1014,983,31,3.1     
"Hettinger County, ND",1392,1337,55,4.0     
"Kidder County, ND",1284,1218,66,5.1     
"LaMoure County, ND",2055,2001,54,2.6     
"Logan County, ND",854,827,27,3.2     
"McHenry County, ND",3088,2919,169,5.5     
"McIntosh County, ND",1097,1061,36,3.3     
"McKenzie County, ND",9367,8659,708,7.6     
"McLean County, ND",4789,4573,216,4.5     
"Mercer County, ND",3616,3408,208,5.8     
"Morton County, ND",16746,15896,850,5.1     
"Mountrail County, ND",6880,6526,354,5.1     
"Nelson County, ND",1398,1335,63,4.5     
"Oliver County, ND",882,836,46,5.2     
"Pembina County, ND",3386,3190,196,5.8     
"Pierce County, ND",1710,1637,73,4.3     
"Ramsey County, ND",5703,5447,256,4.5     
"Ransom County, ND",2867,2749,118,4.1     
"Renville County, ND",1225,1165,60,4.9     
"Richland County, ND",8580,8248,332,3.9     
"Rolette County, ND",4743,4106,637,13.4     
"Sargent County, ND",2770,2649,121,4.4     
"Sheridan County, ND",685,644,41,6.0     
"Sioux County, ND",1205,1158,47,3.9     
"Slope County, ND",391,379,12,3.1     
"Stark County, ND",18332,17024,1308,7.1     
"Steele County, ND",949,921,28,3.0     
"Stutsman County, ND",10495,10131,364,3.5     
"Towner County, ND",1157,1125,32,2.8     
"Traill County, ND",4458,4296,162,3.6     
"Walsh County, ND",5135,4902,233,4.5     
"Ward County, ND",31847,29948,1899,6.0     
"Wells County, ND",1920,1836,84,4.4     
"Williams County, ND",23001,20796,2205,9.6     
"Adams County, OH",10981,9968,1013,9.2     
"Allen County, OH",48303,44181,4122,8.5     
"Ashland County, OH",26492,24783,1709,6.5     
"Ashtabula County, OH",43807,40162,3645,8.3     
"Athens County, OH",27207,25214,1993,7.3     
"Auglaize County, OH",24698,22997,1701,6.9     
"Belmont County, OH",28888,25970,2918,10.1     
"Brown County, OH",19407,17806,1601,8.2     
"Butler County, OH",194077,180029,14048,7.2     
"Carroll County, OH",12883,11747,1136,8.8     
"Champaign County, OH",19995,18574,1421,7.1     
"Clark County, OH",62945,57829,5116,8.1     
"Clermont County, OH",106237,98953,7284,6.9     
"Clinton County, OH",17778,16299,1479,8.3     
"Columbiana County, OH",47380,42928,4452,9.4     
"Coshocton County, OH",14138,12880,1258,8.9     
"Crawford County, OH",18698,16949,1749,9.4     
"Cuyahoga County, OH",592890,531193,61697,10.4     
"Darke County, OH",25836,24093,1743,6.7     
"Defiance County, OH",17908,16437,1471,8.2     
"Delaware County, OH",111352,105395,5957,5.3     
"Erie County, OH",36560,32734,3826,10.5     
"Fairfield County, OH",78604,73406,5198,6.6     
"Fayette County, OH",14023,12991,1032,7.4     
"Franklin County, OH",705149,652631,52518,7.4     
"Fulton County, OH",21991,20251,1740,7.9     
"Gallia County, OH",12229,11253,976,8.0     
"Geauga County, OH",46329,43210,3119,6.7     
"Greene County, OH",82640,77337,5303,6.4     
"Guernsey County, OH",18296,16708,1588,8.7     
"Hamilton County, OH",415866,383560,32306,7.8     
"Hancock County, OH",41803,38943,2860,6.8     
"Hardin County, OH",14080,12942,1138,8.1     
"Harrison County, OH",6754,6133,621,9.2     
"Henry County, OH",13093,12028,1065,8.1     
"Highland County, OH",17504,15988,1516,8.7     
"Hocking County, OH",12961,12002,959,7.4     
"Holmes County, OH",20977,20163,814,3.9     
"Huron County, OH",27701,25075,2626,9.5     
"Jackson County, OH",13157,12008,1149,8.7     
"Jefferson County, OH",27496,24721,2775,10.1     
"Knox County, OH",31244,29315,1929,6.2     
"Lake County, OH",120876,110740,10136,8.4     
"Lawrence County, OH",23849,21825,2024,8.5     
"Licking County, OH",90688,84753,5935,6.5     
"Logan County, OH",22803,20911,1892,8.3     
"Lorain County, OH",149061,134333,14728,9.9     
"Lucas County, OH",209345,187666,21679,10.4     
"Madison County, OH",20834,19598,1236,5.9     
"Mahoning County, OH",101288,90990,10298,10.2     
"Marion County, OH",28331,26171,2160,7.6     
"Medina County, OH",93378,86254,7124,7.6     
"Meigs County, OH",9072,8200,872,9.6     
"Mercer County, OH",23515,22250,1265,5.4     
"Miami County, OH",54163,50380,3783,7.0     
"Monroe County, OH",5719,5113,606,10.6     
"Montgomery County, OH",253421,231691,21730,8.6     
"Morgan County, OH",6697,6077,620,9.3     
"Morrow County, OH",16890,15686,1204,7.1     
"Muskingum County, OH",40389,37257,3132,7.8     
"Noble County, OH",4656,4207,449,9.6     
"Ottawa County, OH",20729,18843,1886,9.1     
"Paulding County, OH",8784,8128,656,7.5     
"Perry County, OH",15961,14622,1339,8.4     
"Pickaway County, OH",26523,24726,1797,6.8     
"Pike County, OH",10915,9890,1025,9.4     
"Portage County, OH",85783,79554,6229,7.3     
"Preble County, OH",21175,19757,1418,6.7     
"Putnam County, OH",18720,17669,1051,5.6     
"Richland County, OH",52087,47406,4681,9.0     
"Ross County, OH",35399,32560,2839,8.0     
"Sandusky County, OH",30192,27737,2455,8.1     
"Scioto County, OH",29354,26808,2546,8.7     
"Seneca County, OH",27352,25132,2220,8.1     
"Shelby County, OH",24162,22295,1867,7.7     
"Stark County, OH",184149,169291,14858,8.1     
"Summit County, OH",270407,248140,22267,8.2     
"Trumbull County, OH",85195,76338,8857,10.4     
"Tuscarawas County, OH",44612,41240,3372,7.6     
"Union County, OH",29408,27702,1706,5.8     
"Van Wert County, OH",14811,13773,1038,7.0     
"Vinton County, OH",5655,5138,517,9.1     
"Warren County, OH",118838,111257,7581,6.4     
"Washington County, OH",26944,24633,2311,8.6     
"Wayne County, OH",60568,57008,3560,5.9     
"Williams County, OH",18829,17365,1464,7.8     
"Wood County, OH",69444,64533,4911,7.1     
"Wyandot County, OH",12964,12056,908,7.0     
"Adair County, OK",8392,7904,488,5.8     
"Alfalfa County, OK",2766,2667,99,3.6     
"Atoka County, OK",5179,4814,365,7.0     
"Beaver County, OK",2582,2513,69,2.7     
"Beckham County, OK",10075,9315,760,7.5     
"Blaine County, OK",4421,4160,261,5.9     
"Bryan County, OK",22473,21330,1143,5.1     
"Caddo County, OK",12049,11341,708,5.9     
"Canadian County, OK",76026,71482,4544,6.0     
"Carter County, OK",21557,20051,1506,7.0     
"Cherokee County, OK",19669,18598,1071,5.4     
"Choctaw County, OK",5590,5167,423,7.6     
"Cimarron County, OK",1420,1392,28,2.0     
"Cleveland County, OK",142684,134700,7984,5.6     
"Coal County, OK",2313,2160,153,6.6     
"Comanche County, OK",48267,45028,3239,6.7     
"Cotton County, OK",2733,2541,192,7.0     
"Craig County, OK",5859,5544,315,5.4     
"Creek County, OK",31327,29298,2029,6.5     
"Custer County, OK",15210,14388,822,5.4     
"Delaware County, OK",18521,17540,981,5.3     
"Dewey County, OK",2735,2604,131,4.8     
"Ellis County, OK",2161,2064,97,4.5     
"Garfield County, OK",27007,25532,1475,5.5     
"Garvin County, OK",12841,12045,796,6.2     
"Grady County, OK",26633,25011,1622,6.1     
"Grant County, OK",2786,2694,92,3.3     
"Greer County, OK",1904,1764,140,7.4     
"Harmon County, OK",1199,1157,42,3.5     
"Harper County, OK",1807,1747,60,3.3     
"Haskell County, OK",4279,3945,334,7.8     
"Hughes County, OK",5392,4989,403,7.5     
"Jackson County, OK",10766,10327,439,4.1     
"Jefferson County, OK",2578,2406,172,6.7     
"Johnston County, OK",3753,3465,288,7.7     
"Kay County, OK",18314,17094,1220,6.7     
"Kingfisher County, OK",8808,8428,380,4.3     
"Kiowa County, OK",3544,3367,177,5.0     
"Latimer County, OK",3172,2854,318,10.0     
"Le Flore County, OK",19186,17848,1338,7.0     
"Lincoln County, OK",15609,14740,869,5.6     
"Logan County, OK",22207,21068,1139,5.1     
"Love County, OK",6605,6328,277,4.2     
"McClain County, OK",19882,18783,1099,5.5     
"McCurtain County, OK",15143,14141,1002,6.6     
"McIntosh County, OK",7142,6541,601,8.4     
"Major County, OK",3726,3550,176,4.7     
"Marshall County, OK",6850,6409,441,6.4     
"Mayes County, OK",19460,18480,980,5.0     
"Murray County, OK",6186,5804,382,6.2     
"Muskogee County, OK",29421,27643,1778,6.0     
"Noble County, OK",5527,5303,224,4.1     
"Nowata County, OK",4636,4393,243,5.2     
"Okfuskee County, OK",4457,4161,296,6.6     
"Oklahoma County, OK",385860,361100,24760,6.4     
"Okmulgee County, OK",15612,14484,1128,7.2     
"Osage County, OK",20529,19209,1320,6.4     
"Ottawa County, OK",14399,13581,818,5.7     
"Pawnee County, OK",7317,6842,475,6.5     
"Payne County, OK",37979,35983,1996,5.3     
"Pittsburg County, OK",16762,15489,1273,7.6     
"Pontotoc County, OK",19341,18341,1000,5.2     
"Pottawatomie County, OK",32454,30479,1975,6.1     
"Pushmataha County, OK",4474,4176,298,6.7     
"Roger Mills County, OK",1856,1766,90,4.8     
"Rogers County, OK",44897,42291,2606,5.8     
"Seminole County, OK",9292,8608,684,7.4     
"Sequoyah County, OK",16555,15431,1124,6.8     
"Stephens County, OK",18635,17198,1437,7.7     
"Texas County, OK",11361,11099,262,2.3     
"Tillman County, OK",3054,2863,191,6.3     
"Tulsa County, OK",324010,302728,21282,6.6     
"Wagoner County, OK",38146,35929,2217,5.8     
"Washington County, OK",22360,21049,1311,5.9     
"Washita County, OK",5154,4809,345,6.7     
"Woods County, OK",4621,4462,159,3.4     
"Woodward County, OK",8998,8395,603,6.7     
"Baker County, OR",7285,6763,522,7.2     
"Benton County, OR",46257,43645,2612,5.6     
"Clackamas County, OR",218040,202243,15797,7.2     
"Clatsop County, OR",19084,17261,1823,9.6     
"Columbia County, OR",24061,22155,1906,7.9     
"Coos County, OR",26525,24235,2290,8.6     
"Crook County, OR",10328,9417,911,8.8     
"Curry County, OR",8944,8170,774,8.7     
"Deschutes County, OR",97975,90211,7764,7.9     
"Douglas County, OR",47415,43757,3658,7.7     
"Gilliam County, OR",997,936,61,6.1     
"Grant County, OR",3211,2944,267,8.3     
"Harney County, OR",3670,3454,216,5.9     
"Hood River County, OR",14154,13269,885,6.3     
"Jackson County, OR",105147,96937,8210,7.8     
"Jefferson County, OR",10330,9482,848,8.2     
"Josephine County, OR",36124,33277,2847,7.9     
"Klamath County, OR",29511,26957,2554,8.7     
"Lake County, OR",3647,3441,206,5.6     
"Lane County, OR",178467,164364,14103,7.9     
"Lincoln County, OR",20598,18355,2243,10.9     
"Linn County, OR",58819,54251,4568,7.8     
"Malheur County, OR",12617,11963,654,5.2     
"Marion County, OR",163017,151713,11304,6.9     
"Morrow County, OR",5717,5422,295,5.2     
"Multnomah County, OR",457372,418070,39302,8.6     
"Polk County, OR",40205,37566,2639,6.6     
"Sherman County, OR",983,923,60,6.1     
"Tillamook County, OR",11710,10762,948,8.1     
"Umatilla County, OR",37001,34496,2505,6.8     
"Union County, OR",12053,11109,944,7.8     
"Wallowa County, OR",3473,3227,246,7.1     
"Wasco County, OR",13430,12477,953,7.1     
"Washington County, OR",321579,300742,20837,6.5     
"Wheeler County, OR",693,663,30,4.3     
"Yamhill County, OR",54221,50557,3664,6.8     
"Adams County, PA",54035,50293,3742,6.9     
"Allegheny County, PA",635957,578590,57367,9.0     
"Armstrong County, PA",31451,28377,3074,9.8     
"Beaver County, PA",82963,74445,8518,10.3     
"Bedford County, PA",23383,21250,2133,9.1     
"Berks County, PA",211486,191443,20043,9.5     
"Blair County, PA",59205,54053,5152,8.7     
"Bradford County, PA",28099,25992,2107,7.5     
"Bucks County, PA",338801,310681,28120,8.3     
"Butler County, PA",97152,89514,7638,7.9     
"Cambria County, PA",56235,50872,5363,9.5     
"Cameron County, PA",2036,1780,256,12.6     
"Carbon County, PA",31589,28502,3087,9.8     
"Centre County, PA",76416,71955,4461,5.8     
"Chester County, PA",280096,262061,18035,6.4     
"Clarion County, PA",16871,15482,1389,8.2     
"Clearfield County, PA",35582,32307,3275,9.2     
"Clinton County, PA",17701,16159,1542,8.7     
"Columbia County, PA",33324,30623,2701,8.1     
"Crawford County, PA",38254,34856,3398,8.9     
"Cumberland County, PA",130651,121949,8702,6.7     
"Dauphin County, PA",144428,131661,12767,8.8     
"Delaware County, PA",294706,267759,26947,9.1     
"Elk County, PA",15208,13337,1871,12.3     
"Erie County, PA",126749,114331,12418,9.8     
"Fayette County, PA",56337,49743,6594,11.7     
"Forest County, PA",1799,1608,191,10.6     
"Franklin County, PA",77184,71308,5876,7.6     
"Fulton County, PA",7710,6820,890,11.5     
"Greene County, PA",15981,14425,1556,9.7     
"Huntingdon County, PA",19763,17700,2063,10.4     
"Indiana County, PA",37666,34238,3428,9.1     
"Jefferson County, PA",20056,18293,1763,8.8     
"Juniata County, PA",12595,11693,902,7.2     
"Lackawanna County, PA",103832,93870,9962,9.6     
"Lancaster County, PA",281736,260618,21118,7.5     
"Lawrence County, PA",40232,36080,4152,10.3     
"Lebanon County, PA",71763,66060,5703,7.9     
"Lehigh County, PA",191388,173080,18308,9.6     
"Luzerne County, PA",157274,140183,17091,10.9     
"Lycoming County, PA",55883,50970,4913,8.8     
"McKean County, PA",17054,15369,1685,9.9     
"Mercer County, PA",48048,43397,4651,9.7     
"Mifflin County, PA",21146,19379,1767,8.4     
"Monroe County, PA",81386,71996,9390,11.5     
"Montgomery County, PA",446961,412925,34036,7.6     
"Montour County, PA",9043,8489,554,6.1     
"Northampton County, PA",158928,144689,14239,9.0     
"Northumberland County, PA",42240,38281,3959,9.4     
"Perry County, PA",24128,22499,1629,6.8     
"Philadelphia County/city, PA",723938,634409,89529,12.4     
"Pike County, PA",24852,22213,2639,10.6     
"Potter County, PA",7185,6516,669,9.3     
"Schuylkill County, PA",66129,60022,6107,9.2     
"Snyder County, PA",19389,17906,1483,7.6     
"Somerset County, PA",32661,29567,3094,9.5     
"Sullivan County, PA",2597,2376,221,8.5     
"Susquehanna County, PA",19774,18323,1451,7.3     
"Tioga County, PA",18831,17128,1703,9.0     
"Union County, PA",19314,18009,1305,6.8     
"Venango County, PA",22047,20079,1968,8.9     
"Warren County, PA",18668,17163,1505,8.1     
"Washington County, PA",105089,95218,9871,9.4     
"Wayne County, PA",22103,20076,2027,9.2     
"Westmoreland County, PA",176723,160646,16077,9.1     
"Wyoming County, PA",13254,12144,1110,8.4     
"York County, PA",232812,214165,18647,8.0     
"Bristol County, RI",24895,22999,1896,7.6     
"Kent County, RI",88283,80562,7721,8.7     
"Newport County, RI",42502,39038,3464,8.2     
"Providence County, RI",320264,287648,32616,10.2     
"Washington County, RI",65736,60597,5139,7.8     
"Abbeville County, SC",10124,9454,670,6.6     
"Aiken County, SC",75531,71743,3788,5.0     
"Allendale County, SC",2641,2392,249,9.4     
"Anderson County, SC",90877,85475,5402,5.9     
"Bamberg County, SC",4846,4408,438,9.0     
"Barnwell County, SC",7972,7385,587,7.4     
"Beaufort County, SC",77127,72961,4166,5.4     
"Berkeley County, SC",104916,99042,5874,5.6     
"Calhoun County, SC",6572,6173,399,6.1     
"Charleston County, SC",211939,198552,13387,6.3     
"Cherokee County, SC",25302,23263,2039,8.1     
"Chester County, SC",13646,12426,1220,8.9     
"Chesterfield County, SC",21834,20511,1323,6.1     
"Clarendon County, SC",12737,11874,863,6.8     
"Colleton County, SC",16732,15717,1015,6.1     
"Darlington County, SC",30521,28542,1979,6.5     
"Dillon County, SC",13238,12424,814,6.1     
"Dorchester County, SC",77693,73174,4519,5.8     
"Edgefield County, SC",10799,10247,552,5.1     
"Fairfield County, SC",9637,8877,760,7.9     
"Florence County, SC",67150,63406,3744,5.6     
"Georgetown County, SC",26175,24210,1965,7.5     
"Greenville County, SC",255984,241371,14613,5.7     
"Greenwood County, SC",31628,29616,2012,6.4     
"Hampton County, SC",8234,7823,411,5.0     
"Horry County, SC",147697,134956,12741,8.6     
"Jasper County, SC",12804,12147,657,5.1     
"Kershaw County, SC",29490,27924,1566,5.3     
"Lancaster County, SC",42533,39610,2923,6.9     
"Laurens County, SC",30197,28122,2075,6.9     
"Lee County, SC",6812,6293,519,7.6     
"Lexington County, SC",150439,143882,6557,4.4     
"McCormick County, SC",3359,3135,224,6.7     
"Marion County, SC",13251,12214,1037,7.8     
"Marlboro County, SC",9294,8383,911,9.8     
"Newberry County, SC",19201,18280,921,4.8     
"Oconee County, SC",35056,33180,1876,5.4     
"Orangeburg County, SC",34945,31790,3155,9.0     
"Pickens County, SC",57109,54072,3037,5.3     
"Richland County, SC",199718,188057,11661,5.8     
"Saluda County, SC",8698,8328,370,4.3     
"Spartanburg County, SC",158701,148274,10427,6.6     
"Sumter County, SC",43534,40587,2947,6.8     
