,area_title,area_name,zipcode,state,city,population,median_age,race_asian,race_white,race_black,race_native,race_islander,race_other,race_two,race_hispanic,average_household_income,family_households_total,family_poverty_pct,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,family_poverty
152,"Asheville, NC",ASHEVILLE,28805,North Carolina,Asheville,18467,48,51,15796,1417,36,0,19,247,901,62397,4310,5.4,4949,2973,3767,1625,5133,997
153,"Asheville, NC",ASHEVILLE,28806,North Carolina,Asheville; Woodfin; Bent Creek,41601,36,401,32528,3021,158,116,30,1226,4121,56238,9278,10.7,9651,4534,10441,4908,12022,4451
154,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30601,Georgia,Hull; Athens-Clarke County,23794,26,247,9320,10765,64,0,0,358,3040,36447,4129,33.3,3331,2165,7495,4425,6352,7923
155,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30602,Georgia,Athens-Clarke County,2669,19,435,1580,417,0,0,0,134,103,-1,0,0.0,616,0,1027,0,1027,0
156,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30605,Georgia,Athens-Clarke County,40956,25,2889,26374,8569,61,6,57,830,2170,50074,6560,15.6,9460,11713,6962,3358,9460,6389
157,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30606,Georgia,Athens-Clarke County,42338,33,1593,26514,9678,0,0,49,680,3824,71532,8980,15.7,10161,10415,7155,4233,10372,6647
158,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30607,Georgia,Athens-Clarke County; Arcade,11712,31,98,4558,2960,0,0,21,113,3962,64799,2620,22.7,1604,831,3255,3138,2881,2658
159,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30609,Georgia,Athens-Clarke County,2195,18,128,1732,186,0,0,0,56,93,-1,0,0.0,0,0,0,0,0,0
160,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30622,Georgia,Bogart; Athens-Clarke County,10666,42,275,7953,1314,0,0,37,340,747,79471,3066,7.0,2271,1855,2655,1258,2634,746
161,"Athens-Clarke County, GA",ATHENS-CLARKE COUNTY,30646,Georgia,Hull; Athens-Clarke County,6226,42,0,4852,525,32,0,29,177,611,58324,1991,14.9,691,522,2123,1133,1761,927
162,"Bakersfield, CA",BAKERSFIELD,93220,California,Bakersfield,313,29,0,313,0,0,0,0,0,0,-1,62,0.0,0,0,109,203,0,0
163,"Bakersfield, CA",BAKERSFIELD,93301,California,Bakersfield,12345,32,634,5195,1214,53,0,0,565,4684,50541,2540,27.7,1333,753,3530,2530,4184,3419
164,"Bakersfield, CA",BAKERSFIELD,93304,California,Bakersfield,50787,29,1403,10385,5798,177,32,50,525,32417,47490,10999,29.1,2590,1675,17419,15947,13103,14779
165,"Bakersfield, CA",BAKERSFIELD,93305,California,Bakersfield,39114,26,488,6277,2324,305,19,0,485,29216,42456,7869,40.1,1721,899,10482,16232,9778,15684
166,"Bakersfield, CA",BAKERSFIELD,93306,California,Bakersfield,70208,30,1876,21128,2137,132,117,156,1263,43399,69730,16497,17.1,8144,4774,18745,16147,22466,12005
167,"Bakersfield, CA",BAKERSFIELD,93308,California,Shafter; Bakersfield; Oildale,54042,34,768,37642,1253,607,18,64,1637,12053,61126,12811,19.3,5458,2539,16915,8700,20481,10430
168,"Bakersfield, CA",BAKERSFIELD,93309,California,Bakersfield,60893,31,2236,23875,5526,66,158,150,1520,27362,62654,14440,18.5,8159,3592,17902,10351,20947,11265
169,"Bakersfield, CA",BAKERSFIELD,93311,California,Bakersfield,44862,33,7686,19374,2134,265,27,8,958,14410,119061,10906,5.0,10542,6594,8613,4710,14310,2243
170,"Bakersfield, CA",BAKERSFIELD,93312,California,Greenacres; Bakersfield; Rosed,59359,33,4262,35597,1049,166,123,0,1946,16216,112681,14856,4.5,12880,6054,13177,3798,23506,2671
171,"Bakersfield, CA",BAKERSFIELD,93313,California,Mettler; Bakersfield,51245,29,5890,13280,3711,98,23,29,1061,27153,84969,11217,7.9,6149,2049,14963,11581,16449,4048
172,"Bakersfield, CA",BAKERSFIELD,93314,California,Shafter; Bakersfield; Rosedale,26992,34,1771,16984,281,328,96,0,587,6945,131414,7187,3.9,5344,3454,5911,2456,9852,1052
173,"Baton Rouge, LA",BATON ROUGE,70714,Louisiana,Baton Rouge; Baker; Zachary; C,20067,35,96,5536,13666,0,38,20,325,386,68427,4880,16.1,2749,1224,7525,2267,6301,3230
174,"Baton Rouge, LA",BATON ROUGE,70801,Louisiana,Baton Rouge,30,-1,0,30,0,0,0,0,0,0,-1,0,0.0,30,0,0,0,0,0
175,"Baton Rouge, LA",BATON ROUGE,70802,Louisiana,Baton Rouge,25427,31,761,4419,19138,7,0,0,492,610,38314,4311,27.0,2974,2212,8594,4805,6865,6865
176,"Baton Rouge, LA",BATON ROUGE,70803,Louisiana,Baton Rouge,842,19,15,545,203,0,0,0,46,33,-1,0,0.0,144,348,0,0,348,0
177,"Baton Rouge, LA",BATON ROUGE,70805,Louisiana,Baton Rouge,27800,30,32,907,26335,99,0,0,242,185,37288,5780,33.4,1751,583,11120,6699,7645,9285
178,"Baton Rouge, LA",BATON ROUGE,70806,Louisiana,Baton Rouge,28977,34,851,13723,12983,10,15,19,268,1108,69306,6193,18.7,6374,4810,6809,3332,7678,5418
179,"Baton Rouge, LA",BATON ROUGE,70807,Louisiana,Baton Rouge; Baker,18656,28,44,665,17810,0,0,0,17,120,38535,3632,24.4,1623,1417,6660,3470,5484,4552
180,"Baton Rouge, LA",BATON ROUGE,70808,Louisiana,Baton Rouge,32404,31,1219,23622,5715,65,0,23,540,1220,102762,6844,8.2,10693,10045,3596,1360,6707,2657
181,"Baton Rouge, LA",BATON ROUGE,70809,Louisiana,Baton Rouge; Inniswold; Westmi,25316,37,1146,18494,4028,90,0,129,675,754,96729,5662,3.4,7569,4911,4556,1215,7063,860
182,"Baton Rouge, LA",BATON ROUGE,70810,Louisiana,Baton Rouge; Gardere; Oak Hill,39499,35,2101,23714,10797,82,0,13,592,2200,117988,9757,7.4,12363,8650,6122,2132,10269,2922
183,"Baton Rouge, LA",BATON ROUGE,70811,Louisiana,Baton Rouge; Baker; Brownfield,12662,36,40,1583,10742,8,0,0,71,218,52221,3053,19.6,1582,823,4735,2101,3418,2481
184,"Baton Rouge, LA",BATON ROUGE,70812,Louisiana,Baton Rouge; Merrydale,11088,32,78,521,10076,14,0,0,70,329,51279,2463,19.6,1341,676,4479,1474,3126,2173
185,"Baton Rouge, LA",BATON ROUGE,70814,Louisiana,Baton Rouge; Merrydale; Montic,14905,34,91,1578,11973,0,0,0,112,1151,63963,3516,12.3,2101,864,5127,1773,5037,1833
186,"Baton Rouge, LA",BATON ROUGE,70815,Louisiana,Baton Rouge,30083,34,2854,11436,12982,114,0,37,387,2273,63623,6821,11.9,5595,2376,9205,3339,9566,3579
187,"Baton Rouge, LA",BATON ROUGE,70816,Louisiana,Baton Rouge; Inniswold; Shenan,42314,33,2367,19248,16585,113,0,322,1061,2618,70193,9663,10.0,10959,4358,11043,2581,13371,4231
188,"Baton Rouge, LA",BATON ROUGE,70817,Louisiana,Baton Rouge; Old Jefferson; Sh,35398,36,2113,23849,7410,0,9,0,805,1212,108606,9641,6.0,11185,4778,6336,1486,11575,2123
189,"Baton Rouge, LA",BATON ROUGE,70819,Louisiana,Baton Rouge; Central,4569,31,0,1076,3261,0,0,0,33,199,63327,1106,3.3,909,187,1480,196,1795,150
190,"Baton Rouge, LA",BATON ROUGE,70820,Louisiana,Baton Rouge; Gardere,21362,22,823,12883,5251,16,61,49,292,1987,53107,2567,17.7,5789,3695,6066,2221,3610,3781
192,"Battle Creek, MI",BATTLE CREEK,49014,Michigan,Battle Creek; Brownlee Park,21354,41,260,17725,1609,206,0,11,660,883,59979,5501,12.2,3203,1302,7836,1900,7110,2605
193,"Battle Creek, MI",BATTLE CREEK,49015,Michigan,Battle Creek; Springfield,26718,39,1356,21044,1838,265,26,0,838,1351,73102,6911,10.2,5530,2484,8015,1656,9030,2725
194,"Battle Creek, MI",BATTLE CREEK,49017,Michigan,Battle Creek; Brownlee Park; L,22305,42,30,17522,2386,51,8,0,1120,1188,60375,5767,12.3,2431,1494,8029,1851,8498,2743
195,"Battle Creek, MI",BATTLE CREEK,49034,Michigan,Battle Creek; Climax,2629,45,0,2517,12,0,0,2,40,58,77844,790,7.0,439,144,801,86,1154,184
196,"Battle Creek, MI",BATTLE CREEK,49037,Michigan,Battle Creek; Springfield; Lev,20809,34,942,11855,5418,56,15,49,1042,1432,41531,4768,24.3,1872,603,9031,2892,6450,5056
197,"Bay City, MI",BAY CITY,48706,Michigan,Bay City,39388,43,279,35738,538,49,0,9,963,1812,60679,10477,11.5,5199,2638,13037,3978,14534,4529
198,"Bay City, MI",BAY CITY,48708,Michigan,Essexville; Bay City,26744,39,127,22793,691,141,0,27,651,2314,51715,6624,18.0,3155,1658,9012,3102,9815,4813
199,"Beckley, WV",BECKLEY,25871,West Virginia,MacArthur; Mabscott; Beckley,646,37,0,522,124,0,0,0,0,0,46718,171,18.70,7,24,323,136,154,120
200,"Bellingham, WA",BELLINGHAM,98225,Washington,Marietta-Alderwood; Bellingham,50686,29,2142,42031,615,792,114,19,1794,3179,62468,8270,10.10,13381,8819,9630,2635,16168,5119
201,"Bellingham, WA",BELLINGHAM,98226,Washington,Marietta-Alderwood; Bellingham,41728,38,2832,30419,557,2746,119,16,1454,3585,77847,10659,8.70,10181,4715,8888,3171,14729,3630
202,"Billings, MT",BILLINGS,59101,Montana,Billings; Lockwood; Pryor,41436,35,279,32219,301,3532,79,63,1279,3684,64967,9616,10.9,6712,3397,14709,4516,12099,4516
203,"Billings, MT",BILLINGS,59102,Montana,Billings,47520,40,296,43141,292,1138,45,3,928,1677,73201,12136,6.6,11167,5322,12782,2661,15634,3136
204,"Billings, MT",BILLINGS,59105,Montana,Billings,30905,35,235,26475,194,1198,0,23,1000,1780,84182,8267,6.0,6211,1977,9178,1977,11558,1854
205,"Billings, MT",BILLINGS,59106,Montana,Billings,16552,42,111,15180,46,211,0,10,215,779,119360,4488,2.1,5048,2631,3492,711,4667,347
206,"Binghamton, NY",BINGHAMTON,13903,New York,Binghamton; Binghamton; Conkli,18400,41,436,15127,1118,20,0,10,826,863,68357,4674,13.6,2631,2502,5648,1840,5759,2502
207,"Binghamton, NY",BINGHAMTON,13904,New York,Colesville; Binghamton; Kirkwo,9965,39,162,8102,801,45,0,0,219,636,57413,2406,17.1,1305,677,3786,1185,3009,1704
208,"Bismarck, ND",BISMARCK,58501,North Dakota,Bismarck,30255,37,195,27188,845,651,39,7,456,874,73367,7184,3.7,7957,2753,7503,1966,10074,1119
209,"Bismarck, ND",BISMARCK,58503,North Dakota,Bismarck,31999,37,476,29067,369,1088,0,34,563,402,99953,9001,4.6,8703,3775,6015,1567,11935,1471
210,"Bismarck, ND",BISMARCK,58504,North Dakota,Lincoln; Bismarck,26866,34,14,23685,346,1666,0,0,473,682,86021,6999,7.5,6152,2310,7065,1988,9349,2014
212,"Bloomington, IL",BLOOMINGTON,61701,Illinois,Normal; Bloomington,36080,33,1286,26197,4633,32,0,168,591,3173,61050,7334,14.6,8118,3680,12014,2164,10030,5267
213,"Bloomington, IL",BLOOMINGTON,61704,Illinois,Normal; Bloomington,36734,35,4661,26685,2626,68,0,367,932,1395,110971,9869,4.8,13628,8338,6097,1212,7420,1763
214,"Bloomington, IL",BLOOMINGTON,61705,Illinois,Normal; Bloomington; Downs; Tw,13206,36,279,11318,1188,0,0,8,188,225,124585,3799,6.1,5520,2205,2139,237,3116,805
215,"Bloomington, IL",BLOOMINGTON,61761,Illinois,Normal; Bloomington; Towanda,54819,24,2429,43117,5074,138,25,119,987,2930,73020,10552,6.9,17213,9812,11402,1918,14581,3782
216,"Bloomington, IN",BLOOMINGTON,47403,Indiana,Harrodsburg; Bloomington,33052,34,878,28114,1250,139,0,23,984,1664,62039,7842,9.7,6709,4164,9618,3206,9320,3206
217,"Bloomington, IN",BLOOMINGTON,47404,Indiana,Bloomington; Ellettsville,23309,29,505,20261,998,37,8,34,925,541,51698,4817,17.8,5337,3496,5500,2237,6736,4149
218,"Bloomington, IN",BLOOMINGTON,47405,Indiana,Bloomington,3873,19,298,3029,91,0,0,0,165,290,-1,3,0.0,2397,1475,0,0,0,0
219,"Bloomington, IN",BLOOMINGTON,47406,Indiana,Bloomington,3737,19,326,3161,43,0,0,0,38,169,-1,0,0.0,881,1629,0,0,1221,0
220,"Bloomington, IN",BLOOMINGTON,47408,Indiana,Bloomington,25701,23,2605,21205,496,26,16,16,661,676,54295,3589,17.8,6605,7813,3906,1876,5525,4574
221,"Boise City, ID",BOISE CITY,83616,Idaho,Emmett; Star; Boise City; Eagl,27141,45,437,24825,70,37,0,12,482,1278,115680,7836,5.0,7708,4776,4342,1058,9255,1357
222,"Boise City, ID",BOISE CITY,83634,Idaho,Kuna; Boise City,27846,32,199,24054,119,154,20,52,807,2441,70034,5583,8.7,4566,1420,10080,1615,10163,2422
223,"Boise City, ID",BOISE CITY,83642,Idaho,Meridian; Kuna; Boise City,41893,38,893,36865,219,24,121,0,537,3234,79146,11401,7.8,9928,3854,9719,2639,15709,3267
224,"Boise City, ID",BOISE CITY,83646,Idaho,Meridian; Star; Boise City; Ea,58684,35,1266,52724,522,63,32,0,987,3090,84500,14433,5.3,14553,5751,14788,1819,21771,3110
225,"Boise City, ID",BOISE CITY,83702,Idaho,Boise City; Garden City,22722,39,365,19543,181,184,29,67,674,1679,98099,5064,7.7,6748,5453,3431,772,6293,1749
226,"Boise City, ID",BOISE CITY,83703,Idaho,Boise City; Garden City,16120,37,837,13213,428,20,0,10,445,1167,75675,3813,10.2,4545,2869,2982,1080,4658,1644
227,"Boise City, ID",BOISE CITY,83704,Idaho,Boise City; Garden City,40793,36,897,32346,707,305,75,94,912,5457,60676,9440,6.5,8321,3100,11503,2692,15215,2651
228,"Boise City, ID",BOISE CITY,83705,Idaho,Boise City,27423,34,594,22051,665,201,0,41,1048,2823,54225,5957,17.1,6252,2084,7184,2330,9570,4689
229,"Boise City, ID",BOISE CITY,83706,Idaho,Boise City; Garden City,32701,31,1097,27538,456,145,15,0,1058,2392,69638,6449,7.2,9875,5755,5461,1111,10464,2354
230,"Boise City, ID",BOISE CITY,83709,Idaho,Meridian; Boise City,55708,35,1642,46484,977,458,230,63,1979,3875,81479,13849,5.7,13537,5347,13425,3231,20110,3175
231,"Boise City, ID",BOISE CITY,83712,Idaho,Boise City,8638,42,148,7755,76,32,3,0,178,446,110979,2181,4.1,3023,2695,881,155,1891,354
232,"Boise City, ID",BOISE CITY,83713,Idaho,Meridian; Boise City,30258,34,1264,25259,675,32,0,50,441,2537,87343,7454,7.8,8956,3177,5234,1664,11225,2360
233,"Boise City, ID",BOISE CITY,83714,Idaho,Boise City; Eagle; Garden City,20916,44,84,18424,71,53,0,0,352,1932,78450,5280,6.8,5103,2781,4183,1526,7320,1422
234,"Boise City, ID",BOISE CITY,83716,Idaho,Boise City; Robie Creek,17398,37,1355,13998,246,23,0,0,818,958,102876,4804,3.1,5410,3757,3062,539,4610,539
235,"Boulder, CO",BOULDER,80025,Colorado,Eldorado Springs; Boulder,383,49,0,383,0,0,0,0,0,0,148212,100,0.0,207,161,1,0,13,0
236,"Boulder, CO",BOULDER,80304,Colorado,Pine Brook Hill; Boulder,26418,39,913,21669,138,51,2,0,665,2980,127440,6239,4.6,9774,10303,1585,924,3804,1215
237,"Boulder, CO",BOULDER,80305,Colorado,Eldorado Springs; Boulder,17462,35,785,14837,136,0,0,146,714,844,122147,3744,2.3,6024,7700,1030,331,2374,401
238,"Boulder, CO",BOULDER,80310,Colorado,Boulder,6935,19,789,5062,108,6,65,6,154,745,14543,0,0.0,0,5693,0,0,1241,0
239,"Bowling Green, KY",BOWLING GREEN,42101,Kentucky,Bowling Green; Plum Springs,61471,26,1743,45080,7745,227,90,201,1865,4520,50177,13136,18.5,7437,4302,21883,10511,17334,11372
240,"Bowling Green, KY",BOWLING GREEN,42102,Kentucky,Bowling Green,19,-1,0,19,0,0,0,0,0,0,-1,0,0.0,0,0,9,0,9,0
241,"Bowling Green, KY",BOWLING GREEN,42103,Kentucky,Bowling Green,20176,38,1067,16647,1511,160,83,40,260,408,89716,5755,9.5,4438,3813,4922,1271,5729,1916
242,"Bowling Green, KY",BOWLING GREEN,42104,Kentucky,Woodburn; Bowling Green; Plano,32237,36,1265,27758,1839,54,123,26,141,1031,76289,8268,6.3,7962,5222,7156,2321,9574,2030
243,"Bowling Green, KY",BOWLING GREEN,42122,Kentucky,Bowling Green,4872,43,0,4636,96,0,0,0,0,140,100417,1457,4.4,891,589,1500,633,1256,214
244,"Brunswick, GA",BRUNSWICK,31520,Georgia,Brunswick; Country Club Estate,22950,38,440,8147,11722,63,18,10,439,2111,42327,5529,32.8,2249,1422,7619,4429,7229,7527
245,"Brunswick, GA",BRUNSWICK,31525,Georgia,Brunswick; Country Club Estate,29614,34,458,18104,8120,115,13,73,758,1973,58479,7408,16.3,3997,2280,9535,3612,10157,4827
246,"Burlington, NC",BURLINGTON,27215,North Carolina,Elon; Burlington; Gibsonville;,40081,43,1385,27163,6185,133,38,31,908,4238,65241,10641,11.4,8096,4088,9098,5330,13427,4569
247,"Burlington, NC",BURLINGTON,27217,North Carolina,Glen Raven; Elon; Burlington; ,37270,38,208,16068,12247,53,22,64,675,7933,49909,9507,19.1,2795,1229,12746,8497,11963,7118
248,"Burlington, NC",BURLINGTON,27244,North Carolina,Glen Raven; Elon; Burlington; ,14453,26,319,11945,1427,12,0,0,137,613,72001,2963,7.1,2572,1748,4061,1589,4480,1026
249,"Burlington, NC",BURLINGTON,27249,North Carolina,Elon; Burlington; Whitsett; Se,12638,39,53,9652,1788,111,0,0,152,882,63922,3656,13.5,1946,998,3639,1706,4347,1706
250,"Burlington, NC",BURLINGTON,27253,North Carolina,Burlington; Swepsonville; Grah,29766,42,268,19813,4995,95,0,36,599,3960,62861,8302,15.7,4316,1905,8721,4583,10239,4673
251,"Burlington, NC",BURLINGTON,27258,North Carolina,Burlington; Swepsonville; Grah,7072,38,0,5205,729,17,3,0,256,862,60861,1809,9.3,1089,396,2255,961,2369,657
252,"Burlington, NC",BURLINGTON,27377,North Carolina,Burlington; Greensboro; Whitse,8643,38,222,5719,2281,0,0,16,60,345,69237,2475,5.0,1918,1071,2679,484,2497,432
253,"Carson City, NV",CARSON CITY,89701,Nevada,Carson City,26440,41,427,17152,474,549,33,17,886,6902,63661,6178,11.2,3225,1533,7879,3780,10020,2961
255,"Carson City, NV",CARSON CITY,89703,Nevada,Carson City,9789,51,493,7794,134,268,26,16,155,903,89618,2704,6.3,2055,1771,1977,616,3367,616
256,"Carson City, NV",CARSON CITY,89705,Nevada,Indian Hills; Carson City,5253,47,60,3734,17,89,0,0,163,1190,83189,1510,4.8,777,435,1234,766,2043,252
257,"Carson City, NV",CARSON CITY,89706,Nevada,Carson City; Silver City,19482,41,404,12885,245,246,0,56,262,5384,55870,4788,14.3,1811,1324,6214,3117,7013,2785
258,"Casper, WY",CASPER,82601,Wyoming,Casper Mountain; Homa Hills; A,28545,35,246,23853,622,348,5,0,901,2570,71807,6809,4.60,3796,2197,8848,2140,11589,1313
259,"Casper, WY",CASPER,82609,Wyoming,Evansville; Casper,18041,35,78,16164,143,82,0,0,155,1419,82160,4631,8.40,3554,1786,4293,1316,7072,1515
260,"Casper, WY",CASPER,82644,Wyoming,Mills; Casper,1657,32,1,1572,0,0,0,0,0,84,47069,408,7.60,61,0,601,180,811,125
261,"Cedar Rapids, IA",CEDAR RAPIDS,52227,Iowa,Ely; Cedar Rapids,3174,39,19,3021,0,7,0,0,43,84,104550,827,1.3,695,215,831,111,1320,41
262,"Cedar Rapids, IA",CEDAR RAPIDS,52228,Iowa,Walford; Fairfax; Cedar Rapids,3324,37,15,3230,0,0,0,0,6,73,101333,966,2.1,817,372,767,109,1256,69
263,"Cedar Rapids, IA",CEDAR RAPIDS,52233,Iowa,Hiawatha; Cedar Rapids,7131,33,105,5830,898,0,0,0,111,187,61023,1873,13.5,1618,420,2146,420,2524,962
264,"Cedar Rapids, IA",CEDAR RAPIDS,52302,Iowa,Robins; Cedar Rapids; Marion,39751,39,411,36785,956,2,0,14,938,645,82760,10809,4.8,9659,3975,10971,1431,13714,1908
265,"Cedar Rapids, IA",CEDAR RAPIDS,52324,Iowa,Palo; Cedar Rapids,1860,38,59,1723,16,0,0,0,55,7,91450,509,4.7,174,96,680,81,825,87
266,"Cedar Rapids, IA",CEDAR RAPIDS,52328,Iowa,Hiawatha; Robins; Cedar Rapids,2801,45,126,2558,68,0,0,0,8,41,150082,885,0.6,960,593,442,39,761,16
267,"Cedar Rapids, IA",CEDAR RAPIDS,52401,Iowa,Cedar Rapids,2146,33,63,1452,348,0,0,0,228,55,54099,272,41.2,326,154,654,287,725,884
268,"Cedar Rapids, IA",CEDAR RAPIDS,52402,Iowa,Hiawatha; Robins; Cedar Rapids,42068,34,2140,34802,2044,61,27,267,881,1846,79183,10109,7.1,11442,5090,9086,1808,14639,2986
269,"Cedar Rapids, IA",CEDAR RAPIDS,52403,Iowa,Bertram; Cedar Rapids; Marion,22538,43,421,19208,1245,0,93,67,864,640,85496,5660,6.6,4935,3042,4868,1419,8271,1487
270,"Cedar Rapids, IA",CEDAR RAPIDS,52405,Iowa,Cedar Rapids,25074,37,521,21853,1263,19,0,7,594,817,69004,6529,8.7,4889,1755,7973,1002,9477,2181
271,"Cedar Rapids, IA",CEDAR RAPIDS,52411,Iowa,Hiawatha; Robins; Cedar Rapids,7646,44,263,6952,154,0,0,0,190,87,149627,2417,1.2,2706,1406,1406,175,1949,91
272,"Charleston, WV",CHARLESTON,25301,West Virginia,Charleston,2360,47,48,1601,452,0,0,38,156,65,51371,433,27.50,356,523,571,172,738,649
273,"Charleston, WV",CHARLESTON,25302,West Virginia,Big Chimney; Charleston,14324,43,53,11134,2000,12,0,0,1011,114,57019,3466,11.90,2277,2019,4354,1203,4469,1704
274,"Charleston, WV",CHARLESTON,25303,West Virginia,Charleston; South Charleston,7156,40,62,6290,491,16,0,0,257,40,64688,1767,8.80,1910,1195,1703,457,1882,629
275,"Charleston, WV",CHARLESTON,25304,West Virginia,Charleston,8307,42,297,6800,921,4,0,15,127,143,92942,1988,11.40,1786,1769,2093,506,2151,946
277,"Charleston, WV",CHARLESTON,25306,West Virginia,Coal Fork; Rand; Charleston,6961,42,33,6069,546,0,0,131,120,62,53857,1869,15.30,487,278,3536,884,1775,1065
278,"Charleston, WV",CHARLESTON,25309,West Virginia,South Charleston; Charleston,13942,43,161,12074,515,32,0,0,880,280,70852,3552,13.10,2077,1798,5200,1589,3276,1826
279,"Charleston, WV",CHARLESTON,25311,West Virginia,Coal Fork; Charleston,10818,39,224,8218,1582,0,0,0,508,286,63609,2602,14.80,1698,1363,3321,1298,3137,1601
280,"Charleston, WV",CHARLESTON,25312,West Virginia,South Charleston; Dunbar; Siss,15025,41,1,12950,1688,0,0,0,186,200,48039,4314,16.20,1412,510,7888,2058,3155,2434
281,"Charleston, WV",CHARLESTON,25314,West Virginia,Charleston; South Charleston,14253,44,404,13066,441,0,0,0,258,84,113948,4035,7.60,4247,4176,2408,513,2893,1083
282,"Charlottesville, VA",CHARLOTTESVILLE,22902,Virginia,Charlottesville,24019,35,772,16727,3362,94,17,28,379,2640,83806,5501,12.30,5500,5764,4779,2978,4995,2954
283,"Charlottesville, VA",CHARLOTTESVILLE,22903,Virginia,Charlottesville; University of,39766,27,3979,26451,6332,74,5,10,1341,1574,90073,7046,8.40,11929,12367,6362,2584,6481,3340
284,"Charlottesville, VA",CHARLOTTESVILLE,22911,Virginia,Charlottesville; Piney Mountai,17314,41,822,13697,1372,25,0,14,347,1037,103192,4669,2.80,4951,4380,2527,1627,3843,484
285,"Cheyenne, WY",CHEYENNE,82009,Wyoming,Ranchettes; Cheyenne,34274,43,567,29095,1101,130,0,0,653,2728,96731,9752,2.50,8260,5449,6477,1336,12818,856
286,"Chico, CA",CHICO,95926,California,Chico,39032,27,2317,28575,594,128,57,119,1333,5909,67168,7231,15.0,9055,6010,6245,2185,15573,5854
287,"Chico, CA",CHICO,95928,California,Chico; Butte Creek Canyon; Dur,36696,31,1449,25726,708,115,83,61,1591,6963,70036,7353,12.2,9651,4366,5724,3596,13320,4476
288,"Chico, CA",CHICO,95973,California,Chico; Cohasset; Nord,35574,35,671,26836,620,139,52,94,1096,6066,81059,9108,7.8,8395,3913,7328,2525,13446,2774
289,"Cleveland, TN",CLEVELAND,37311,Tennessee,Cleveland; Apison; East Clevel,28075,32,240,22049,2438,33,7,103,512,2693,50606,6519,22.2,3088,1824,9292,5811,8057,6232
290,"Cleveland, TN",CLEVELAND,37312,Tennessee,Cleveland; Hopewell,33879,40,806,28677,1825,10,0,41,257,2263,78991,8956,10.0,6132,4065,8706,3184,11756,3387
291,"Cleveland, TN",CLEVELAND,37323,Tennessee,Cleveland; South Cleveland; Wi,30888,40,62,29306,390,0,25,11,494,600,58263,8788,12.0,3675,1915,11335,5714,8216,3706
292,"Cleveland, TN",CLEVELAND,37353,Tennessee,Cleveland; Collegedale; Apison,5282,42,86,4489,125,22,0,18,8,534,70507,1444,12.8,1029,644,1399,940,1262,676
293,"Colorado Springs, CO",COLORADO SPRINGS,80829,Colorado,Colorado Springs; Manitou Spri,5780,45,75,5222,10,19,0,0,221,233,92944,1664,3.1,1577,1300,861,225,1814,179
294,"Colorado Springs, CO",COLORADO SPRINGS,80831,Colorado,Peyton; Colorado Springs,23859,37,626,19073,573,121,0,91,546,2829,95719,6695,3.9,5964,3292,5129,763,8708,930
295,"Colorado Springs, CO",COLORADO SPRINGS,80903,Colorado,Colorado Springs,15879,33,272,11697,938,128,12,0,883,1949,60954,2853,13.3,3763,2810,2540,1270,5462,2111
296,"Colorado Springs, CO",COLORADO SPRINGS,80904,Colorado,Colorado Springs; Manitou Spri,20091,48,226,17164,133,62,7,0,580,1919,68931,5198,7.9,4761,2852,4118,1587,6770,1587
297,"Colorado Springs, CO",COLORADO SPRINGS,80905,Colorado,Colorado Springs,17087,35,445,10956,786,49,70,19,1032,3730,60052,3981,17.4,3793,1759,3998,1674,5877,2973
298,"Colorado Springs, CO",COLORADO SPRINGS,80906,Colorado,Stratmoor; Colorado Springs; F,35664,40,1487,26908,1183,111,117,217,1394,4247,97557,9672,6.3,9129,7953,5099,2460,11055,2246
299,"Colorado Springs, CO",COLORADO SPRINGS,80907,Colorado,Colorado Springs,28190,38,604,20756,829,142,7,29,635,5188,66192,6521,8.3,6427,3580,6427,2255,9500,2339
300,"Colorado Springs, CO",COLORADO SPRINGS,80908,Colorado,Black Forest; Colorado Springs,16657,40,237,13648,533,65,0,0,780,1394,132647,4900,0.8,5063,4214,2032,399,4930,133
301,"Colorado Springs, CO",COLORADO SPRINGS,80909,Colorado,Colorado Springs,38731,34,572,24153,2754,281,41,40,1866,9024,52715,9110,16.2,5732,3369,11115,3718,14795,6274
302,"Colorado Springs, CO",COLORADO SPRINGS,80910,Colorado,Stratmoor; Colorado Springs,30379,30,599,12974,3912,86,72,57,1285,11394,47809,6955,22.6,3280,1397,9022,5134,11544,6865
303,"Colorado Springs, CO",COLORADO SPRINGS,80914,Colorado,Colorado Springs,420,21,14,302,36,0,0,0,19,49,133041,22,0.0,127,97,73,0,121,0
304,"Colorado Springs, CO",COLORADO SPRINGS,80917,Colorado,Colorado Springs,31036,35,451,21715,1748,69,279,518,1461,4795,67596,7664,6.7,6393,3444,7014,1706,12476,2079
